Geographic Area Name,industry,median_income,Gender
Utah,"Agriculture, forestry, fishing and hunting, and mining:!!Mining, quarrying, and oil and gas extraction",80544,Male
Vermont,"Agriculture, forestry, fishing and hunting, and mining:!!Mining, quarrying, and oil and gas extraction",51304,Male
Virginia,"Agriculture, forestry, fishing and hunting, and mining:!!Mining, quarrying, and oil and gas extraction",63078,Male
Washington,"Agriculture, forestry, fishing and hunting, and mining:!!Mining, quarrying, and oil and gas extraction",94125,Male
West Virginia,"Agriculture, forestry, fishing and hunting, and mining:!!Mining, quarrying, and oil and gas extraction",73173,Male
Wisconsin,"Agriculture, forestry, fishing and hunting, and mining:!!Mining, quarrying, and oil and gas extraction",68821,Male
Wyoming,"Agriculture, forestry, fishing and hunting, and mining:!!Mining, quarrying, and oil and gas extraction",80437,Male
Puerto Rico,"Agriculture, forestry, fishing and hunting, and mining:!!Mining, quarrying, and oil and gas extraction",-,Male
Alabama,Construction,49200,Male
Alaska,Construction,83771,Male
Arizona,Construction,50763,Male
Arkansas,Construction,39999,Male
California,Construction,56037,Male
Colorado,Construction,56371,Male
Connecticut,Construction,60595,Male
Delaware,Construction,53841,Male
District of Columbia,Construction,68548,Male
Florida,Construction,45665,Male
Georgia,Construction,45156,Male
Hawaii,Construction,69739,Male
Idaho,Construction,50580,Male
Illinois,Construction,60484,Male
Indiana,Construction,53069,Male
Iowa,Construction,52412,Male
Kansas,Construction,50257,Male
Kentucky,Construction,47665,Male
Louisiana,Construction,50901,Male
Maine,Construction,54501,Male
Maryland,Construction,55733,Male
Massachusetts,Construction,65010,Male
Michigan,Construction,52221,Male
Minnesota,Construction,64854,Male
Mississippi,Construction,41230,Male
Missouri,Construction,51934,Male
Montana,Construction,52212,Male
Nebraska,Construction,50930,Male
Nevada,Construction,54998,Male
New Hampshire,Construction,60929,Male
New Jersey,Construction,60910,Male
New Mexico,Construction,50320,Male
New York,Construction,57347,Male
North Carolina,Construction,44579,Male
North Dakota,Construction,50998,Male
Ohio,Construction,52167,Male
Oklahoma,Construction,44803,Male
Oregon,Construction,60826,Male
Pennsylvania,Construction,54481,Male
Rhode Island,Construction,47268,Male
South Carolina,Construction,45175,Male
South Dakota,Construction,50176,Male
Tennessee,Construction,43013,Male
Texas,Construction,46270,Male
Utah,Construction,52024,Male
Vermont,Construction,50454,Male
Virginia,Construction,50915,Male
Washington,Construction,66749,Male
West Virginia,Construction,50522,Male
Wisconsin,Construction,60002,Male
Wyoming,Construction,52221,Male
Puerto Rico,Construction,22201,Male
Alabama,Manufacturing,52253,Male
Alaska,Manufacturing,45478,Male
Arizona,Manufacturing,64457,Male
Arkansas,Manufacturing,46655,Male
California,Manufacturing,72370,Male
Colorado,Manufacturing,73637,Male
Connecticut,Manufacturing,76687,Male
Delaware,Manufacturing,64764,Male
District of Columbia,Manufacturing,134565,Male
Florida,Manufacturing,57284,Male
Georgia,Manufacturing,51980,Male
Hawaii,Manufacturing,68576,Male
Idaho,Manufacturing,51625,Male
Illinois,Manufacturing,61170,Male
Indiana,Manufacturing,59824,Male
Iowa,Manufacturing,56448,Male
Kansas,Manufacturing,57774,Male
Kentucky,Manufacturing,55636,Male
Louisiana,Manufacturing,71655,Male
Maine,Manufacturing,54243,Male
Maryland,Manufacturing,76283,Male
Massachusetts,Manufacturing,82293,Male
Michigan,Manufacturing,65184,Male
Minnesota,Manufacturing,62419,Male
Mississippi,Manufacturing,50194,Male
Missouri,Manufacturing,53358,Male
Montana,Manufacturing,61864,Male
Nebraska,Manufacturing,51718,Male
Nevada,Manufacturing,56779,Male
New Hampshire,Manufacturing,69356,Male
New Jersey,Manufacturing,76138,Male
New Mexico,Manufacturing,53754,Male
New York,Manufacturing,61483,Male
North Carolina,Manufacturing,55248,Male
North Dakota,Manufacturing,60766,Male
Ohio,Manufacturing,58537,Male
Oklahoma,Manufacturing,52649,Male
Oregon,Manufacturing,62911,Male
Pennsylvania,Manufacturing,62073,Male
Rhode Island,Manufacturing,60436,Male
South Carolina,Manufacturing,57636,Male
South Dakota,Manufacturing,51782,Male
Tennessee,Manufacturing,50481,Male
Texas,Manufacturing,65784,Male
Utah,Manufacturing,56999,Male
Vermont,Manufacturing,51664,Male
Virginia,Manufacturing,62088,Male
Washington,Manufacturing,77766,Male
West Virginia,Manufacturing,59073,Male
Wisconsin,Manufacturing,57079,Male
Wyoming,Manufacturing,67218,Male
Puerto Rico,Manufacturing,25899,Male
Alabama,Wholesale trade,58593,Male
Alaska,Wholesale trade,61279,Male
Arizona,Wholesale trade,62357,Male
Arkansas,Wholesale trade,60232,Male
California,Wholesale trade,60557,Male
Colorado,Wholesale trade,66787,Male
Connecticut,Wholesale trade,69320,Male
Delaware,Wholesale trade,46982,Male
District of Columbia,Wholesale trade,64674,Male
Florida,Wholesale trade,56910,Male
Georgia,Wholesale trade,60891,Male
Hawaii,Wholesale trade,63897,Male
Idaho,Wholesale trade,52345,Male
Illinois,Wholesale trade,64602,Male
Indiana,Wholesale trade,60831,Male
Iowa,Wholesale trade,58145,Male
Kansas,Wholesale trade,55888,Male
Kentucky,Wholesale trade,60059,Male
Louisiana,Wholesale trade,49608,Male
Maine,Wholesale trade,59769,Male
Maryland,Wholesale trade,62321,Male
Massachusetts,Wholesale trade,70107,Male
Michigan,Wholesale trade,63414,Male
Minnesota,Wholesale trade,66881,Male
Mississippi,Wholesale trade,56050,Male
Missouri,Wholesale trade,61158,Male
Montana,Wholesale trade,56250,Male
Nebraska,Wholesale trade,61046,Male
Nevada,Wholesale trade,54186,Male
New Hampshire,Wholesale trade,72689,Male
New Jersey,Wholesale trade,71679,Male
New Mexico,Wholesale trade,44649,Male
New York,Wholesale trade,64523,Male
North Carolina,Wholesale trade,60503,Male
North Dakota,Wholesale trade,66378,Male
Ohio,Wholesale trade,58449,Male
Oklahoma,Wholesale trade,53606,Male
Oregon,Wholesale trade,59849,Male
Pennsylvania,Wholesale trade,60501,Male
Rhode Island,Wholesale trade,59261,Male
South Carolina,Wholesale trade,52846,Male
South Dakota,Wholesale trade,56432,Male
Tennessee,Wholesale trade,62050,Male
Texas,Wholesale trade,60865,Male
Utah,Wholesale trade,61860,Male
Vermont,Wholesale trade,59012,Male
Virginia,Wholesale trade,56823,Male
Washington,Wholesale trade,60123,Male
West Virginia,Wholesale trade,62917,Male
Wisconsin,Wholesale trade,60938,Male
Wyoming,Wholesale trade,87719,Male
Puerto Rico,Wholesale trade,24775,Male
Alabama,Retail trade,38062,Male
Alaska,Retail trade,42233,Male
Arizona,Retail trade,45107,Male
Arkansas,Retail trade,41444,Male
California,Retail trade,45631,Male
Colorado,Retail trade,44755,Male
Connecticut,Retail trade,47166,Male
Delaware,Retail trade,46978,Male
District of Columbia,Retail trade,41889,Male
Florida,Retail trade,41457,Male
Georgia,Retail trade,41497,Male
Hawaii,Retail trade,41690,Male
Idaho,Retail trade,44639,Male
Illinois,Retail trade,45586,Male
Indiana,Retail trade,40352,Male
Iowa,Retail trade,46333,Male
Kansas,Retail trade,43026,Male
Kentucky,Retail trade,37163,Male
Louisiana,Retail trade,41203,Male
Maine,Retail trade,45243,Male
Maryland,Retail trade,42965,Male
Massachusetts,Retail trade,55100,Male
Michigan,Retail trade,41700,Male
Minnesota,Retail trade,55509,Male
Mississippi,Retail trade,33296,Male
Missouri,Retail trade,41634,Male
Montana,Retail trade,45623,Male
Nebraska,Retail trade,45849,Male
Nevada,Retail trade,40592,Male
New Hampshire,Retail trade,52384,Male
New Jersey,Retail trade,50579,Male
New Mexico,Retail trade,35555,Male
New York,Retail trade,45948,Male
North Carolina,Retail trade,41022,Male
North Dakota,Retail trade,49158,Male
Ohio,Retail trade,42911,Male
Oklahoma,Retail trade,37219,Male
Oregon,Retail trade,42892,Male
Pennsylvania,Retail trade,45296,Male
Rhode Island,Retail trade,52427,Male
South Carolina,Retail trade,42016,Male
South Dakota,Retail trade,45614,Male
Tennessee,Retail trade,41455,Male
Texas,Retail trade,40265,Male
Utah,Retail trade,47583,Male
Vermont,Retail trade,40490,Male
Virginia,Retail trade,41996,Male
Washington,Retail trade,60706,Male
West Virginia,Retail trade,36819,Male
Wisconsin,Retail trade,46633,Male
Wyoming,Retail trade,37687,Male
Puerto Rico,Retail trade,23068,Male
Alabama,"Transportation and warehousing, and utilities:",59854,Male
Alaska,"Transportation and warehousing, and utilities:",83996,Male
Arizona,"Transportation and warehousing, and utilities:",56873,Male
Arkansas,"Transportation and warehousing, and utilities:",60582,Male
California,"Transportation and warehousing, and utilities:",59462,Male
Colorado,"Transportation and warehousing, and utilities:",62105,Male
Connecticut,"Transportation and warehousing, and utilities:",62364,Male
Delaware,"Transportation and warehousing, and utilities:",60612,Male
District of Columbia,"Transportation and warehousing, and utilities:",61353,Male
