Geographic Area Name,industry,median_income,Gender
Puerto Rico,"Finance and insurance, and real estate and rental and leasing:!!Real estate and rental and leasing",19746,Male
Alabama,"Professional, scientific, and management, and administrative and waste management services:",67474,Male
Alaska,"Professional, scientific, and management, and administrative and waste management services:",66379,Male
Arizona,"Professional, scientific, and management, and administrative and waste management services:",64487,Male
Arkansas,"Professional, scientific, and management, and administrative and waste management services:",51591,Male
California,"Professional, scientific, and management, and administrative and waste management services:",91657,Male
Colorado,"Professional, scientific, and management, and administrative and waste management services:",86660,Male
Connecticut,"Professional, scientific, and management, and administrative and waste management services:",89883,Male
Delaware,"Professional, scientific, and management, and administrative and waste management services:",77937,Male
District of Columbia,"Professional, scientific, and management, and administrative and waste management services:",122868,Male
Florida,"Professional, scientific, and management, and administrative and waste management services:",58697,Male
Georgia,"Professional, scientific, and management, and administrative and waste management services:",73915,Male
Hawaii,"Professional, scientific, and management, and administrative and waste management services:",65973,Male
Idaho,"Professional, scientific, and management, and administrative and waste management services:",71956,Male
Illinois,"Professional, scientific, and management, and administrative and waste management services:",82583,Male
Indiana,"Professional, scientific, and management, and administrative and waste management services:",66314,Male
Iowa,"Professional, scientific, and management, and administrative and waste management services:",65518,Male
Kansas,"Professional, scientific, and management, and administrative and waste management services:",69502,Male
Kentucky,"Professional, scientific, and management, and administrative and waste management services:",63287,Male
Louisiana,"Professional, scientific, and management, and administrative and waste management services:",66292,Male
Maine,"Professional, scientific, and management, and administrative and waste management services:",66751,Male
Maryland,"Professional, scientific, and management, and administrative and waste management services:",102123,Male
Massachusetts,"Professional, scientific, and management, and administrative and waste management services:",103471,Male
Michigan,"Professional, scientific, and management, and administrative and waste management services:",71228,Male
Minnesota,"Professional, scientific, and management, and administrative and waste management services:",79041,Male
Mississippi,"Professional, scientific, and management, and administrative and waste management services:",47846,Male
Missouri,"Professional, scientific, and management, and administrative and waste management services:",69118,Male
Montana,"Professional, scientific, and management, and administrative and waste management services:",63165,Male
Nebraska,"Professional, scientific, and management, and administrative and waste management services:",68133,Male
Nevada,"Professional, scientific, and management, and administrative and waste management services:",60489,Male
New Hampshire,"Professional, scientific, and management, and administrative and waste management services:",94931,Male
New Jersey,"Professional, scientific, and management, and administrative and waste management services:",100574,Male
New Mexico,"Professional, scientific, and management, and administrative and waste management services:",78417,Male
New York,"Professional, scientific, and management, and administrative and waste management services:",88423,Male
North Carolina,"Professional, scientific, and management, and administrative and waste management services:",75520,Male
North Dakota,"Professional, scientific, and management, and administrative and waste management services:",55854,Male
Ohio,"Professional, scientific, and management, and administrative and waste management services:",70058,Male
Oklahoma,"Professional, scientific, and management, and administrative and waste management services:",59774,Male
Oregon,"Professional, scientific, and management, and administrative and waste management services:",74027,Male
Pennsylvania,"Professional, scientific, and management, and administrative and waste management services:",81888,Male
Rhode Island,"Professional, scientific, and management, and administrative and waste management services:",75398,Male
South Carolina,"Professional, scientific, and management, and administrative and waste management services:",63128,Male
South Dakota,"Professional, scientific, and management, and administrative and waste management services:",68871,Male
Tennessee,"Professional, scientific, and management, and administrative and waste management services:",63501,Male
Texas,"Professional, scientific, and management, and administrative and waste management services:",73633,Male
Utah,"Professional, scientific, and management, and administrative and waste management services:",79034,Male
Vermont,"Professional, scientific, and management, and administrative and waste management services:",75510,Male
Virginia,"Professional, scientific, and management, and administrative and waste management services:",101107,Male
Washington,"Professional, scientific, and management, and administrative and waste management services:",113090,Male
West Virginia,"Professional, scientific, and management, and administrative and waste management services:",60710,Male
Wisconsin,"Professional, scientific, and management, and administrative and waste management services:",73566,Male
Wyoming,"Professional, scientific, and management, and administrative and waste management services:",70124,Male
Puerto Rico,"Professional, scientific, and management, and administrative and waste management services:",24370,Male
Alabama,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",93427,Male
Alaska,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",91391,Male
Arizona,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",90962,Male
Arkansas,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",71180,Male
California,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",121648,Male
Colorado,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",102669,Male
Connecticut,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",105543,Male
Delaware,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",100530,Male
District of Columbia,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",130261,Male
Florida,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",85798,Male
Georgia,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",94704,Male
Hawaii,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",94404,Male
Idaho,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",82648,Male
Illinois,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",99394,Male
Indiana,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",85090,Male
Iowa,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",81164,Male
Kansas,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",83501,Male
Kentucky,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",81664,Male
Louisiana,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",83023,Male
Maine,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",92022,Male
Maryland,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",115152,Male
Massachusetts,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",120828,Male
Michigan,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",86937,Male
Minnesota,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",95402,Male
Mississippi,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",75348,Male
Missouri,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",84197,Male
Montana,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",73673,Male
Nebraska,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",82551,Male
Nevada,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",90086,Male
New Hampshire,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",104687,Male
New Jersey,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",116607,Male
New Mexico,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",97769,Male
New York,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",104036,Male
North Carolina,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",98635,Male
North Dakota,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",66457,Male
Ohio,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",84960,Male
Oklahoma,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",77143,Male
Oregon,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",87728,Male
Pennsylvania,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",97080,Male
Rhode Island,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",100839,Male
South Carolina,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",84831,Male
South Dakota,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",84812,Male
Tennessee,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",87828,Male
Texas,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",97701,Male
Utah,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",92109,Male
Vermont,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",100575,Male
Virginia,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",114745,Male
Washington,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",135616,Male
West Virginia,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",77000,Male
Wisconsin,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",88487,Male
Wyoming,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",92508,Male
Puerto Rico,"Professional, scientific, and management, and administrative and waste management services:!!Professional, scientific, and technical services",48145,Male
Alabama,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",112575,Male
Alaska,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",78200,Male
Arizona,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",76970,Male
Arkansas,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",54194,Male
California,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",101094,Male
Colorado,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",87083,Male
Connecticut,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",142468,Male
Delaware,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",-,Male
District of Columbia,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",-,Male
Florida,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",54055,Male
Georgia,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",98625,Male
Hawaii,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",-,Male
Idaho,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",-,Male
Illinois,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",81212,Male
Indiana,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",72466,Male
Iowa,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",178707,Male
Kansas,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",77933,Male
Kentucky,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",80221,Male
Louisiana,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",183594,Male
Maine,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",-,Male
Maryland,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",103467,Male
Massachusetts,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",64148,Male
Michigan,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",103579,Male
Minnesota,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",110457,Male
Mississippi,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",-,Male
Missouri,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",93788,Male
Montana,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",-,Male
Nebraska,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",80592,Male
Nevada,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",82644,Male
New Hampshire,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",94711,Male
New Jersey,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",109375,Male
New Mexico,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",-,Male
New York,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",115187,Male
North Carolina,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",81144,Male
North Dakota,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises","250,000+",Male
Ohio,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",90923,Male
Oklahoma,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",105198,Male
Oregon,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",65357,Male
Pennsylvania,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",118253,Male
Rhode Island,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",-,Male
South Carolina,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",97098,Male
South Dakota,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",51250,Male
Tennessee,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",80265,Male
Texas,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",103094,Male
Utah,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",99670,Male
Vermont,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",-,Male
Virginia,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",136027,Male
Washington,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",106980,Male
West Virginia,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",-,Male
Wisconsin,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",67377,Male
Wyoming,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",-,Male
Puerto Rico,"Professional, scientific, and management, and administrative and waste management services:!!Management of companies and enterprises",73010,Male
Alabama,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",36521,Male
Alaska,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",51422,Male
Arizona,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",37357,Male
Arkansas,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",36704,Male
California,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",41652,Male
Colorado,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",50448,Male
Connecticut,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",47481,Male
Delaware,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",46838,Male
District of Columbia,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",51641,Male
Florida,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",35525,Male
Georgia,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",38676,Male
Hawaii,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",40791,Male
Idaho,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",40169,Male
Illinois,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",42440,Male
Indiana,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",41289,Male
Iowa,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",40369,Male
Kansas,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",40806,Male
Kentucky,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",41826,Male
Louisiana,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",42086,Male
Maine,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",43197,Male
Maryland,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",49387,Male
Massachusetts,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",51794,Male
Michigan,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",42325,Male
Minnesota,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",50463,Male
Mississippi,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",39311,Male
Missouri,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",41747,Male
Montana,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",36916,Male
Nebraska,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",41657,Male
Nevada,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",38477,Male
New Hampshire,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",50359,Male
New Jersey,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",51144,Male
New Mexico,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",38612,Male
New York,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",47347,Male
North Carolina,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",41406,Male
North Dakota,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",43623,Male
Ohio,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",42143,Male
Oklahoma,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",36175,Male
Oregon,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",44797,Male
Pennsylvania,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",46312,Male
Rhode Island,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",41158,Male
South Carolina,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",40840,Male
South Dakota,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",50911,Male
Tennessee,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",39236,Male
Texas,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",37460,Male
Utah,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",41892,Male
Vermont,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",47824,Male
Virginia,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",45818,Male
Washington,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",56619,Male
West Virginia,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",41237,Male
Wisconsin,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",49016,Male
Wyoming,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",37372,Male
Puerto Rico,"Professional, scientific, and management, and administrative and waste management services:!!Administrative and support and waste management services",17345,Male
Alabama,"Educational services, and health care and social assistance:",57692,Male
Alaska,"Educational services, and health care and social assistance:",73211,Male
Arizona,"Educational services, and health care and social assistance:",60774,Male
Arkansas,"Educational services, and health care and social assistance:",53976,Male
California,"Educational services, and health care and social assistance:",73710,Male
Colorado,"Educational services, and health care and social assistance:",65222,Male
Connecticut,"Educational services, and health care and social assistance:",76769,Male
Delaware,"Educational services, and health care and social assistance:",58816,Male
District of Columbia,"Educational services, and health care and social assistance:",71470,Male
Florida,"Educational services, and health care and social assistance:",56248,Male
Georgia,"Educational services, and health care and social assistance:",61237,Male
Hawaii,"Educational services, and health care and social assistance:",70844,Male
Idaho,"Educational services, and health care and social assistance:",61959,Male
Illinois,"Educational services, and health care and social assistance:",66054,Male
Indiana,"Educational services, and health care and social assistance:",59454,Male
Iowa,"Educational services, and health care and social assistance:",60900,Male
Kansas,"Educational services, and health care and social assistance:",60462,Male
Kentucky,"Educational services, and health care and social assistance:",59017,Male
Louisiana,"Educational services, and health care and social assistance:",57654,Male
Maine,"Educational services, and health care and social assistance:",60709,Male
Maryland,"Educational services, and health care and social assistance:",66965,Male
Massachusetts,"Educational services, and health care and social assistance:",72746,Male
Michigan,"Educational services, and health care and social assistance:",64677,Male
Minnesota,"Educational services, and health care and social assistance:",64067,Male
Mississippi,"Educational services, and health care and social assistance:",51466,Male
Missouri,"Educational services, and health care and social assistance:",55079,Male
Montana,"Educational services, and health care and social assistance:",61187,Male
Nebraska,"Educational services, and health care and social assistance:",57097,Male
Nevada,"Educational services, and health care and social assistance:",56262,Male
New Hampshire,"Educational services, and health care and social assistance:",72879,Male
New Jersey,"Educational services, and health care and social assistance:",74744,Male
New Mexico,"Educational services, and health care and social assistance:",53984,Male
New York,"Educational services, and health care and social assistance:",69835,Male
North Carolina,"Educational services, and health care and social assistance:",58375,Male
North Dakota,"Educational services, and health care and social assistance:",56670,Male
Ohio,"Educational services, and health care and social assistance:",62894,Male
Oklahoma,"Educational services, and health care and social assistance:",54668,Male
Oregon,"Educational services, and health care and social assistance:",65893,Male
Pennsylvania,"Educational services, and health care and social assistance:",64218,Male
Rhode Island,"Educational services, and health care and social assistance:",71347,Male
South Carolina,"Educational services, and health care and social assistance:",58050,Male
South Dakota,"Educational services, and health care and social assistance:",61034,Male
Tennessee,"Educational services, and health care and social assistance:",58980,Male
Texas,"Educational services, and health care and social assistance:",60927,Male
Utah,"Educational services, and health care and social assistance:",65985,Male
Vermont,"Educational services, and health care and social assistance:",58096,Male
Virginia,"Educational services, and health care and social assistance:",64306,Male
Washington,"Educational services, and health care and social assistance:",71746,Male
West Virginia,"Educational services, and health care and social assistance:",51987,Male
Wisconsin,"Educational services, and health care and social assistance:",63198,Male
Wyoming,"Educational services, and health care and social assistance:",61887,Male
Puerto Rico,"Educational services, and health care and social assistance:",31675,Male
Alabama,"Educational services, and health care and social assistance:!!Educational services",58578,Male
Alaska,"Educational services, and health care and social assistance:!!Educational services",64498,Male
Arizona,"Educational services, and health care and social assistance:!!Educational services",57076,Male
Arkansas,"Educational services, and health care and social assistance:!!Educational services",51119,Male
California,"Educational services, and health care and social assistance:!!Educational services",74296,Male
Colorado,"Educational services, and health care and social assistance:!!Educational services",60273,Male
Connecticut,"Educational services, and health care and social assistance:!!Educational services",76289,Male
Delaware,"Educational services, and health care and social assistance:!!Educational services",56812,Male
District of Columbia,"Educational services, and health care and social assistance:!!Educational services",74921,Male
Florida,"Educational services, and health care and social assistance:!!Educational services",51579,Male
Georgia,"Educational services, and health care and social assistance:!!Educational services",57423,Male
Hawaii,"Educational services, and health care and social assistance:!!Educational services",64410,Male
Idaho,"Educational services, and health care and social assistance:!!Educational services",51545,Male
Illinois,"Educational services, and health care and social assistance:!!Educational services",67917,Male
Indiana,"Educational services, and health care and social assistance:!!Educational services",54823,Male
Iowa,"Educational services, and health care and social assistance:!!Educational services",62080,Male
Kansas,"Educational services, and health care and social assistance:!!Educational services",59445,Male
Kentucky,"Educational services, and health care and social assistance:!!Educational services",56365,Male
Louisiana,"Educational services, and health care and social assistance:!!Educational services",51856,Male
Maine,"Educational services, and health care and social assistance:!!Educational services",59527,Male
Maryland,"Educational services, and health care and social assistance:!!Educational services",66691,Male
Massachusetts,"Educational services, and health care and social assistance:!!Educational services",74026,Male
Michigan,"Educational services, and health care and social assistance:!!Educational services",64263,Male
Minnesota,"Educational services, and health care and social assistance:!!Educational services",62252,Male
Mississippi,"Educational services, and health care and social assistance:!!Educational services",48622,Male
Missouri,"Educational services, and health care and social assistance:!!Educational services",52369,Male
Montana,"Educational services, and health care and social assistance:!!Educational services",53954,Male
Nebraska,"Educational services, and health care and social assistance:!!Educational services",55534,Male
Nevada,"Educational services, and health care and social assistance:!!Educational services",56449,Male
New Hampshire,"Educational services, and health care and social assistance:!!Educational services",64548,Male
New Jersey,"Educational services, and health care and social assistance:!!Educational services",74427,Male
New Mexico,"Educational services, and health care and social assistance:!!Educational services",52791,Male
New York,"Educational services, and health care and social assistance:!!Educational services",71512,Male
North Carolina,"Educational services, and health care and social assistance:!!Educational services",54755,Male
North Dakota,"Educational services, and health care and social assistance:!!Educational services",55007,Male
Ohio,"Educational services, and health care and social assistance:!!Educational services",63663,Male
Oklahoma,"Educational services, and health care and social assistance:!!Educational services",50414,Male
Oregon,"Educational services, and health care and social assistance:!!Educational services",66046,Male
Pennsylvania,"Educational services, and health care and social assistance:!!Educational services",67203,Male
Rhode Island,"Educational services, and health care and social assistance:!!Educational services",71653,Male
South Carolina,"Educational services, and health care and social assistance:!!Educational services",51436,Male
South Dakota,"Educational services, and health care and social assistance:!!Educational services",52085,Male
Tennessee,"Educational services, and health care and social assistance:!!Educational services",55014,Male
Texas,"Educational services, and health care and social assistance:!!Educational services",58763,Male
Utah,"Educational services, and health care and social assistance:!!Educational services",62447,Male
Vermont,"Educational services, and health care and social assistance:!!Educational services",58254,Male
Virginia,"Educational services, and health care and social assistance:!!Educational services",61560,Male
Washington,"Educational services, and health care and social assistance:!!Educational services",71743,Male
West Virginia,"Educational services, and health care and social assistance:!!Educational services",49209,Male
Wisconsin,"Educational services, and health care and social assistance:!!Educational services",60498,Male
Wyoming,"Educational services, and health care and social assistance:!!Educational services",57914,Male
Puerto Rico,"Educational services, and health care and social assistance:!!Educational services",31292,Male
Alabama,"Educational services, and health care and social assistance:!!Health care and social assistance",56631,Male
Alaska,"Educational services, and health care and social assistance:!!Health care and social assistance",79870,Male
Arizona,"Educational services, and health care and social assistance:!!Health care and social assistance",64712,Male
Arkansas,"Educational services, and health care and social assistance:!!Health care and social assistance",58939,Male
California,"Educational services, and health care and social assistance:!!Health care and social assistance",73009,Male
Colorado,"Educational services, and health care and social assistance:!!Health care and social assistance",69811,Male
Connecticut,"Educational services, and health care and social assistance:!!Health care and social assistance",77134,Male
Delaware,"Educational services, and health care and social assistance:!!Health care and social assistance",63135,Male
District of Columbia,"Educational services, and health care and social assistance:!!Health care and social assistance",69858,Male
Florida,"Educational services, and health care and social assistance:!!Health care and social assistance",61982,Male
Georgia,"Educational services, and health care and social assistance:!!Health care and social assistance",68598,Male
Hawaii,"Educational services, and health care and social assistance:!!Health care and social assistance",75769,Male
Idaho,"Educational services, and health care and social assistance:!!Health care and social assistance",79953,Male
Illinois,"Educational services, and health care and social assistance:!!Health care and social assistance",64402,Male
Indiana,"Educational services, and health care and social assistance:!!Health care and social assistance",63713,Male
Iowa,"Educational services, and health care and social assistance:!!Health care and social assistance",58422,Male
Kansas,"Educational services, and health care and social assistance:!!Health care and social assistance",61757,Male
Kentucky,"Educational services, and health care and social assistance:!!Health care and social assistance",61233,Male
Louisiana,"Educational services, and health care and social assistance:!!Health care and social assistance",67140,Male
Maine,"Educational services, and health care and social assistance:!!Health care and social assistance",61703,Male
Maryland,"Educational services, and health care and social assistance:!!Health care and social assistance",67459,Male
Massachusetts,"Educational services, and health care and social assistance:!!Health care and social assistance",71102,Male
Michigan,"Educational services, and health care and social assistance:!!Health care and social assistance",65015,Male
Minnesota,"Educational services, and health care and social assistance:!!Health care and social assistance",65911,Male
Mississippi,"Educational services, and health care and social assistance:!!Health care and social assistance",55448,Male
Missouri,"Educational services, and health care and social assistance:!!Health care and social assistance",57775,Male
Montana,"Educational services, and health care and social assistance:!!Health care and social assistance",68582,Male
