period,respondent-name,type-name,value,value-units
2023-01-06T23,Western Area Power Administration - Upper Great Plains West,Hydro,84,megawatthours
2023-01-06T23,Florida,Nuclear,3881,megawatthours
2023-01-06T23,Avista Corporation,Hydro,387,megawatthours
2023-01-06T23,Central,Coal,9748,megawatthours
2023-01-06T23,"Associated Electric Cooperative, Inc.",Wind,182,megawatthours
2023-01-06T23,Avista Corporation,Natural gas,211,megawatthours
2023-01-06T23,"Dominion Energy South Carolina, Inc.",Hydro,113,megawatthours
2023-01-06T23,Southwest Power Pool,Wind,11892,megawatthours
2023-01-06T23,Northwest,Nuclear,1159,megawatthours
2023-01-06T23,Florida Municipal Power Pool,Other,18,megawatthours
2023-01-06T23,Salt River Project Agricultural Improvement and Power District,Natural gas,2174,megawatthours
2023-01-06T23,Salt River Project Agricultural Improvement and Power District,Nuclear,4009,megawatthours
2023-01-06T23,"NaturEner Wind Watch, LLC",Wind,158,megawatthours
2023-01-06T23,Southwest Power Pool,Solar,118,megawatthours
2023-01-06T23,Central,Solar,118,megawatthours
2023-01-06T23,PacifiCorp East,Hydro,40,megawatthours
2023-01-06T23,Nevada Power Company,Hydro,0,megawatthours
2023-01-06T23,Duke Energy Progress East,Nuclear,3638,megawatthours
2023-01-06T23,California,Natural gas,10380,megawatthours
2023-01-06T23,Duke Energy Carolinas,Nuclear,7378,megawatthours
2023-01-06T23,New York,Other,182,megawatthours
2023-01-06T23,New York,Coal,0,megawatthours
2023-01-06T23,New York,Solar,0,megawatthours
2023-01-06T23,Arizona Public Service Company,Petroleum,0,megawatthours
2023-01-06T23,Central,Hydro,1109,megawatthours
2023-01-06T23,Midwest,Nuclear,11596,megawatthours
2023-01-06T23,Tampa Electric Company,Petroleum,0,megawatthours
2023-01-06T23,Seminole Electric Cooperative,Natural gas,223,megawatthours
2023-01-06T23,Public Service Company of New Mexico,Other,6,megawatthours
2023-01-06T23,Nevada Power Company,Other,509,megawatthours
2023-01-06T23,Louisville Gas and Electric Company and Kentucky Utilities Company,Coal,2815,megawatthours
2023-01-06T23,California,Petroleum,83,megawatthours
2023-01-06T23,Arizona Public Service Company,Other,29,megawatthours
2023-01-06T23,Tennessee,Other,12,megawatthours
2023-01-06T23,Mid-Atlantic,Hydro,4944,megawatthours
2023-01-06T23,"PJM Interconnection, LLC",Other,1678,megawatthours
2023-01-06T23,California,Wind,529,megawatthours
2023-01-06T23,Bonneville Power Administration,Hydro,6831,megawatthours
2023-01-06T23,Nevada Power Company,Solar,1335,megawatthours
2023-01-06T23,New England,Other,617,megawatthours
2023-01-06T23,New York Independent System Operator,Natural gas,8347,megawatthours
2023-01-06T23,JEA,Natural gas,546,megawatthours
2023-01-06T23,City of Tallahassee,Solar,4,megawatthours
2023-01-06T23,Southwestern Power Administration,Hydro,84,megawatthours
2023-01-06T23,South Carolina Public Service Authority,Other,66,megawatthours
2023-01-06T23,"Duke Energy Florida, Inc.",Coal,-15,megawatthours
2023-01-06T23,Duke Energy Progress East,Other,1115,megawatthours
2023-01-06T23,Bonneville Power Administration,Wind,68,megawatthours
2023-01-06T23,Duke Energy Progress East,Natural gas,2263,megawatthours
2023-01-06T23,Duke Energy Progress East,Hydro,60,megawatthours
2023-01-06T23,Mid-Atlantic,Petroleum,339,megawatthours
2023-01-06T23,Portland General Electric Company,Hydro,176,megawatthours
2023-01-06T23,Carolinas,Hydro,1201,megawatthours
2023-01-06T23,Mid-Atlantic,Nuclear,32711,megawatthours
2023-01-06T23,Mid-Atlantic,Wind,1352,megawatthours
2023-01-06T23,Nevada Power Company,Wind,6,megawatthours
2023-01-06T23,Northwest,Solar,2577,megawatthours
2023-01-06T23,Tennessee,Solar,34,megawatthours
2023-01-06T23,JEA,Solar,1,megawatthours
2023-01-06T23,El Paso Electric Company,Solar,74,megawatthours
2023-01-06T23,Mid-Atlantic,Other,1678,megawatthours
2023-01-06T23,PacifiCorp East,Coal,3399,megawatthours
2023-01-06T23,Imperial Irrigation District,Solar,405,megawatthours
2023-01-06T23,"Southern Company Services, Inc. - Trans",Coal,3473,megawatthours
2023-01-06T23,Texas,Other,269,megawatthours
2023-01-06T23,Public Service Company of New Mexico,Solar,278,megawatthours
2023-01-06T23,Tampa Electric Company,Other,468,megawatthours
2023-01-06T23,Tennessee,Coal,2047,megawatthours
2023-01-06T23,Tennessee Valley Authority,Hydro,1840,megawatthours
2023-01-06T23,United States Lower 48,Other,9699,megawatthours
2023-01-06T23,Public Service Company of Colorado,Hydro,18,megawatthours
2023-01-06T23,"Midcontinent Independent System Operator, Inc.",Coal,26458,megawatthours
2023-01-06T23,Northwest,Other,1042,megawatthours
2023-01-06T23,Southeast,Coal,3473,megawatthours
2023-01-06T23,Midwest,Other,594,megawatthours
2023-01-06T23,Balancing Authority of Northern California,Solar,77,megawatthours
2023-01-06T23,Mid-Atlantic,Coal,15459,megawatthours
2023-01-06T23,Florida Municipal Power Pool,Solar,6,megawatthours
2023-01-06T23,Los Angeles Department of Water and Power,Other,149,megawatthours
2023-01-06T23,New England,Wind,10,megawatthours
2023-01-06T23,"Public Utility District No. 2 of Grant County, Washington",Hydro,739,megawatthours
2023-01-06T23,Portland General Electric Company,Wind,0,megawatthours
2023-01-06T23,"Duke Energy Florida, Inc.",Other,89,megawatthours
2023-01-06T23,Florida Power & Light Co.,Nuclear,3748,megawatthours
2023-01-06T23,Florida,Solar,279,megawatthours
2023-01-06T23,"Southern Company Services, Inc. - Trans",Solar,275,megawatthours
2023-01-06T23,City of Tallahassee,Natural gas,346,megawatthours
2023-01-06T23,Imperial Irrigation District,Other,428,megawatthours
2023-01-06T23,Louisville Gas and Electric Company and Kentucky Utilities Company,Solar,0,megawatthours
2023-01-06T23,NorthWestern Corporation,Hydro,390,megawatthours
2023-01-06T23,Tennessee Valley Authority,Other,12,megawatthours
2023-01-06T23,PacifiCorp East,Wind,1186,megawatthours
2023-01-06T23,South Carolina Public Service Authority,Solar,0,megawatthours
2023-01-06T23,"PJM Interconnection, LLC",Solar,32,megawatthours
2023-01-06T23,Arizona Public Service Company,Hydro,0,megawatthours
2023-01-06T23,California Independent System Operator,Coal,3,megawatthours
2023-01-06T23,Midwest,Coal,31456,megawatthours
2023-01-06T23,Los Angeles Department of Water and Power,Wind,8,megawatthours
2023-01-06T23,Florida,Natural gas,17639,megawatthours
2023-01-06T23,Los Angeles Department of Water and Power,Hydro,8,megawatthours
2023-01-06T23,"Electric Reliability Council of Texas, Inc.",Nuclear,5111,megawatthours
2023-01-06T23,"Midcontinent Independent System Operator, Inc.",Nuclear,11596,megawatthours
2023-01-06T23,Florida Power & Light Co.,Solar,173,megawatthours
2023-01-06T23,Central,Natural gas,5302,megawatthours
2023-01-06T23,PacifiCorp West,Hydro,435,megawatthours
2023-01-06T23,Idaho Power Company,Hydro,510,megawatthours
2023-01-06T23,JEA,Coal,372,megawatthours
2023-01-06T23,"Electric Reliability Council of Texas, Inc.",Natural gas,10238,megawatthours
2023-01-06T23,Tennessee,Hydro,1840,megawatthours
2023-01-06T23,"Southern Company Services, Inc. - Trans",Wind,0,megawatthours
2023-01-06T23,Texas,Hydro,21,megawatthours
2023-01-06T23,Florida,Hydro,34,megawatthours
2023-01-06T23,New England,Natural gas,8191,megawatthours
2023-01-06T23,New York,Wind,364,megawatthours
2023-01-06T23,"Avangrid Renewables, LLC",Wind,30,megawatthours
2023-01-06T23,Carolinas,Petroleum,21,megawatthours
2023-01-06T23,ISO New England,Coal,0,megawatthours
2023-01-06T23,Florida Power & Light Co.,Other,2707,megawatthours
2023-01-06T23,Imperial Irrigation District,Hydro,0,megawatthours
2023-01-06T23,Tennessee Valley Authority,Nuclear,8238,megawatthours
2023-01-06T23,United States Lower 48,Petroleum,1041,megawatthours
2023-01-06T23,Louisville Gas and Electric Company and Kentucky Utilities Company,Hydro,17,megawatthours
2023-01-06T23,Central,Nuclear,2029,megawatthours
2023-01-06T23,New England,Hydro,1586,megawatthours
2023-01-06T23,Salt River Project Agricultural Improvement and Power District,Solar,103,megawatthours
2023-01-06T23,"Electric Reliability Council of Texas, Inc.",Wind,19751,megawatthours
2023-01-06T23,Public Utility District No. 1 of Chelan County,Wind,0,megawatthours
2023-01-06T23,Bonneville Power Administration,Solar,45,megawatthours
2023-01-06T23,Portland General Electric Company,Natural gas,612,megawatthours
2023-01-06T23,"Electric Reliability Council of Texas, Inc.",Other,269,megawatthours
2023-01-06T23,Salt River Project Agricultural Improvement and Power District,Hydro,0,megawatthours
2023-01-06T23,Idaho Power Company,Solar,156,megawatthours
2023-01-06T23,Nevada Power Company,Coal,171,megawatthours
2023-01-06T23,"Dominion Energy South Carolina, Inc.",Solar,8,megawatthours
2023-01-06T23,"PJM Interconnection, LLC",Natural gas,45146,megawatthours
2023-01-06T23,Turlock Irrigation District,Natural gas,179,megawatthours
2023-01-06T23,Los Angeles Department of Water and Power,Natural gas,490,megawatthours
2023-01-06T23,Tucson Electric Power,Coal,704,megawatthours
2023-01-06T23,"Midcontinent Independent System Operator, Inc.",Other,594,megawatthours
2023-01-06T23,"Southern Company Services, Inc. - Trans",Other,362,megawatthours
2023-01-06T23,South Carolina Public Service Authority,Coal,983,megawatthours
2023-01-06T23,Duke Energy Progress West,Hydro,79,megawatthours
2023-01-06T23,Public Service Company of Colorado,Coal,1307,megawatthours
2023-01-06T23,Bonneville Power Administration,Nuclear,1159,megawatthours
2023-01-06T23,PacifiCorp West,Natural gas,0,megawatthours
2023-01-06T23,Western Area Power Administration - Rocky Mountain Region,Natural gas,247,megawatthours
2023-01-06T23,ISO New England,Wind,10,megawatthours
2023-01-06T23,Public Utility District No. 1 of Chelan County,Hydro,764,megawatthours
2023-01-06T23,PacifiCorp East,Natural gas,1326,megawatthours
2023-01-06T23,New England,Solar,0,megawatthours
2023-01-06T23,Texas,Natural gas,10238,megawatthours
2023-01-06T23,PacifiCorp West,Solar,49,megawatthours
2023-01-06T23,Midwest,Natural gas,35025,megawatthours
2023-01-06T23,Southwest Power Pool,Hydro,1025,megawatthours
2023-01-06T23,Carolinas,Coal,3033,megawatthours
2023-01-06T23,Arizona Public Service Company,Nuclear,0,megawatthours
2023-01-06T23,PacifiCorp West,Wind,4,megawatthours
2023-01-06T23,Public Service Company of New Mexico,Hydro,0,megawatthours
2023-01-06T23,NorthWestern Corporation,Wind,83,megawatthours
2023-01-06T23,"Gridforce Energy Management, LLC",Solar,37,megawatthours
2023-01-06T23,"Avangrid Renewables, LLC",Natural gas,496,megawatthours
2023-01-06T23,Florida Power & Light Co.,Natural gas,9060,megawatthours
2023-01-06T23,Duke Energy Progress West,Solar,9,megawatthours
2023-01-06T23,New York,Natural gas,8347,megawatthours
2023-01-06T23,"Duke Energy Florida, Inc.",Petroleum,0,megawatthours
2023-01-06T23,"Alcoa Power Generating, Inc. - Yadkin Division",Hydro,173,megawatthours
2023-01-06T23,Southeast,Nuclear,5853,megawatthours
2023-01-06T23,Salt River Project Agricultural Improvement and Power District,Other,0,megawatthours
2023-01-06T23,JEA,Other,2,megawatthours
2023-01-06T23,El Paso Electric Company,Natural gas,387,megawatthours
2023-01-06T23,California,Solar,10259,megawatthours
2023-01-06T23,PacifiCorp East,Solar,348,megawatthours
2023-01-06T23,"Puget Sound Energy, Inc.",Coal,0,megawatthours
2023-01-06T23,Midwest,Solar,160,megawatthours
2023-01-06T23,"Dominion Energy South Carolina, Inc.",Coal,471,megawatthours
2023-01-06T23,JEA,Petroleum,0,megawatthours
2023-01-06T23,Southwest,Solar,770,megawatthours
2023-01-06T23,ISO New England,Hydro,1586,megawatthours
2023-01-06T23,New England,Coal,0,megawatthours
2023-01-06T23,United States Lower 48,Wind,42216,megawatthours
2023-01-06T23,PacifiCorp East,Other,135,megawatthours
2023-01-06T23,Public Service Company of Colorado,Wind,1830,megawatthours
2023-01-06T23,"Electric Reliability Council of Texas, Inc.",Coal,3708,megawatthours
2023-01-06T23,"Gridforce Energy Management, LLC",Natural gas,1140,megawatthours
2023-01-06T23,"Avangrid Renewables, LLC",Solar,0,megawatthours
2023-01-06T23,"Southern Company Services, Inc. - Trans",Nuclear,5853,megawatthours
2023-01-06T23,South Carolina Public Service Authority,Natural gas,769,megawatthours
2023-01-06T23,Seattle City Light,Hydro,576,megawatthours
2023-01-06T23,New York Independent System Operator,Other,182,megawatthours
2023-01-06T23,Southwest Power Pool,Coal,9748,megawatthours
2023-01-06T23,Mid-Atlantic,Solar,32,megawatthours
2023-01-06T23,"Griffith Energy, LLC",Natural gas,-2,megawatthours
2023-01-06T23,South Carolina Public Service Authority,Hydro,87,megawatthours
2023-01-06T23,Tucson Electric Power,Natural gas,305,megawatthours
2023-01-06T23,Seminole Electric Cooperative,Solar,0,megawatthours
2023-01-06T23,PacifiCorp West,Other,41,megawatthours
2023-01-06T23,Texas,Coal,3708,megawatthours
2023-01-06T23,Tennessee,Wind,0,megawatthours
2023-01-06T23,"Southern Company Services, Inc. - Trans",Hydro,2135,megawatthours
2023-01-06T23,Southwest Power Pool,Natural gas,5302,megawatthours
2023-01-06T23,PUD No. 1 of Douglas County,Hydro,470,megawatthours
2023-01-06T23,Idaho Power Company,Other,48,megawatthours
2023-01-06T23,New York Independent System Operator,Hydro,3628,megawatthours
2023-01-06T23,"PJM Interconnection, LLC",Hydro,4944,megawatthours
2023-01-06T23,Duke Energy Progress West,Natural gas,363,megawatthours
2023-01-06T23,Texas,Solar,4865,megawatthours
2023-01-06T23,Balancing Authority of Northern California,Hydro,663,megawatthours
2023-01-06T23,Tennessee,Petroleum,0,megawatthours
2023-01-06T23,Duke Energy Carolinas,Other,13,megawatthours
2023-01-06T23,Northwest,Wind,4710,megawatthours
2023-01-06T23,Imperial Irrigation District,Natural gas,82,megawatthours
2023-01-06T23,Tennessee Valley Authority,Petroleum,0,megawatthours
2023-01-06T23,New York,Hydro,3628,megawatthours
2023-01-06T23,Public Service Company of Colorado,Natural gas,1754,megawatthours
2023-01-06T23,Arizona Public Service Company,Solar,83,megawatthours
2023-01-06T23,New York,Nuclear,3273,megawatthours
2023-01-06T23,"Dominion Energy South Carolina, Inc.",Natural gas,1216,megawatthours
2023-01-06T23,City of Homestead,Natural gas,0,megawatthours
2023-01-06T23,Southwest,Nuclear,4009,megawatthours
2023-01-06T23,Southwest Power Pool,Other,46,megawatthours
2023-01-06T23,NorthWestern Corporation,Natural gas,43,megawatthours
2023-01-06T23,Southwest Power Pool,Nuclear,2029,megawatthours
2023-01-06T23,Midwest,Hydro,1884,megawatthours
2023-01-06T23,Western Area Power Administration - Rocky Mountain Region,Wind,312,megawatthours
2023-01-06T23,Tucson Electric Power,Other,0,megawatthours
2023-01-06T23,Florida Municipal Power Pool,Petroleum,0,megawatthours
2023-01-06T23,"Dominion Energy South Carolina, Inc.",Nuclear,990,megawatthours
2023-01-06T23,"Duke Energy Florida, Inc.",Hydro,34,megawatthours
2023-01-06T23,Western Area Power Administration - Desert Southwest Region,Natural gas,351,megawatthours
2023-01-06T23,Duke Energy Carolinas,Solar,4,megawatthours
2023-01-06T23,Florida,Petroleum,0,megawatthours
2023-01-06T23,Salt River Project Agricultural Improvement and Power District,Wind,0,megawatthours
2023-01-06T23,"Puget Sound Energy, Inc.",Wind,127,megawatthours
2023-01-06T23,Portland General Electric Company,Coal,0,megawatthours
2023-01-06T23,Southwest,Petroleum,0,megawatthours
2023-01-06T23,Turlock Irrigation District,Hydro,54,megawatthours
2023-01-06T23,NorthWestern Corporation,Petroleum,58,megawatthours
2023-01-06T23,"PJM Interconnection, LLC",Wind,1352,megawatthours
2023-01-06T23,South Carolina Public Service Authority,Petroleum,0,megawatthours
2023-01-06T23,"Electric Reliability Council of Texas, Inc.",Solar,4865,megawatthours
2023-01-06T23,Southwest Power Pool,Petroleum,208,megawatthours
2023-01-06T23,Louisville Gas and Electric Company and Kentucky Utilities Company,Natural gas,1033,megawatthours
2023-01-06T23,Tucson Electric Power,Wind,135,megawatthours
2023-01-06T23,ISO New England,Other,617,megawatthours
2023-01-06T23,Los Angeles Department of Water and Power,Coal,397,megawatthours
2023-01-06T23,Public Service Company of New Mexico,Coal,396,megawatthours
2023-01-06T23,"Avangrid Renewables, LLC",Hydro,0,megawatthours
2023-01-06T23,ISO New England,Solar,0,megawatthours
2023-01-06T23,ISO New England,Petroleum,0,megawatthours
2023-01-06T23,Southeast,Solar,275,megawatthours
2023-01-06T23,"Dominion Energy South Carolina, Inc.",Other,8,megawatthours
2023-01-06T23,Midwest,Wind,1661,megawatthours
2023-01-06T23,Arizona Public Service Company,Wind,247,megawatthours
2023-01-06T23,Bonneville Power Administration,Natural gas,663,megawatthours
