Date,location,operator,planeType,Dead,Aboard,Ground,,,
12/16/97,"Near Mackenzie, British Colombia, Canada",Terry Air Inc.,Cessna 402C,3,3,0,,,
12/17/97,"Fotina, Greece",Aerosweet Airlines (LVOV),Yakovlev YAK-42,70,70,0,,,
12/19/97,"Near Palembang, Indonesia",SilkAir,Boeing B-737-300,104,104,0,,,
12/20/97,"Tanagra, Greece",Military - Greek Air Force,Lockheed C-130H Hercules,5,5,0,,,
12/27/97,"Atlantic Ocean, off Angola",Renan Airways,Antonov An-72,5,5,0,,,
12/28/97,Over the Pacific Ocean,United Air Lines,Boeing B-747-122,1,393,0,,,
12/31/97,"Rio Sidra, Panama",Parsa,Britten Norman BN-2A Trislander,10,10,0,,,
1/9/98,"Maiden, North Carolina",Mountain Air Cargo,Cessna 208B Caravan I,1,1,0,,,
1/13/98,"Brno, Czech Republic",Aeroservice International,Let 410UVP,2,2,0,,,
1/13/98,"Tor Kach, Pakistan",Ariana Afghan Airlines,Antonov AN-12BP,51,51,0,,,
1/27/98,"Yangon (Rangoon), Myanmar",Myanmar Airways,Fokker F-27 Friendship 600,16,45,0,,,
2/2/98,"Pagalungan, Philippines",Cebu Pacific Air,McDonnell Douglas DC-9-32,104,104,0,,,
2/3/98,"Near Cavalese, Trento, Italy",Military - U.S. Marine Corps,Grummand EA-6B,0,2,20,,,
2/4/98,"Terceira, Portugal",Air Luxor,Antonov 12BP,7,7,0,,,
2/5/98,"Near Navafria, Spain",Military - Spanish Air Force,CASA 212-S1 Aviocar 100,5,5,0,,,
2/12/98,"Near Nasir, Sudan",Military - Sudan Air Force,Antonov AN-32,27,57,0,,,
2/16/98,"Taipei, Taiwan",China Airlines (Taiwan),Airbus A300-622R,196,196,7,,,
3/5/98,"Near Clarksville, Tennesee",Baron Aviation,Cessna 208B Caravan I Super Cargomaster,1,1,0,,,
3/7/98,"Bismark, North Dakota",Corporate Air,Cessna 208B Caravan I Super Cargomaster,1,1,0,,,
3/10/98,"Mombasa, Kenya",Air Memphis,Boeing 707-336C,6,6,0,,,
3/18/98,"Off Hsinchu, Taiwan",Formosa Airlines,Saab340B,13,13,0,,,
3/19/98,"Near Charasyab, Afghanistan",Ariana Afghan Airlines,Boeing B-727-228,45,45,0,,,
3/22/98,"Bacolod, Philippines",Philippine Air Lines,Airbus A.320-214,0,127,3,,,
3/28/98,"Piura, Peru",Fuerza A????rea del Peru,Antonov AN-32,22,55,1,,,
3/31/98,"Near Mexico City, Mexico",Linea A????rea Mexicana de Carga,Convair CV-240-53,2,4,0,,,
4/20/98,"Near Bogota, Colombia",Air France,Boeing B-727-230,53,53,0,,,
5/5/98,"Andoas, Peru",Fuerza A????rea del Peru,Boeing B-737-282,75,88,0,,,
5/12/98,"Near Nema, Mauritania",Military - Mauritanian Air Force,Xian Yunshuji Y-7-100C,39,42,0,,,
5/25/98,"Indian Trail, North Carolina",Air Taxi - US Helicopters Inc.,Bell 206L-3,5,5,0,,,
5/25/98,"Near Longtiang, Laos",Military - Lao People's Liberation Army Air Force,Yakovlev YAK-40,26,26,0,,,
5/26/98,"Near Erdenet, Mongolia",MIAT - Mongolian Airlines,Harbin Yunshuji Y-12 II,28,28,0,,,
6/18/98,"Montreal, Canada",Propair,Swearingen SA-226TC Metroliner II,11,11,0,,,
6/25/98,"Mt. Waialeale, Hawaii",Air Taxi - Ohana Helicopter Tours,Eurocopter AS-350-BA,6,6,0,,,
7/13/98,"Off Rasal, United Arab Emirates",ATI Aircompany,Ilyushin 76MD,8,8,0,,,
7/16/98,"C????rdoba, Argentina",Alas del Sur,Rockwell Sabreliner 60,3,3,0,,,
7/17/98,"Asmara, Eritrea",Ukraine Aviation Transport Company,Ilyushin II-76,10,10,0,,,
7/23/98,"Pico de Orizaba, Mexico",Military - Mexican Air Force,Shorts SC-7 Skyvan 3-100,4,4,0,,,
7/27/98,"Southhampton, England",Plane Sailing,Consolidated PBY-5A Catalina,4,18,0,,,
7/28/98,"Barcelona, Spain",Swifair,Swearingen SA.227AC Metro III,2,2,0,,,
7/29/98,"Manacapuru River, Brazil",Selva Taxi Aero,Embraer 110 Bandeirante,5,24,0,,,
7/30/98,"Kochi, India",Alliance Airlines,Dornier 228-201,6,6,2,,,
7/30/98,"Near Quiberon, France",Proteus Air / Private,Beechcraft 1900D / Cessna 177,15,15,0,,,
8/4/98,"Kincolith, British Columbia, Canada",Harbour Air Seaplanes Ltd.,de Havilland Dash-2 Beaver,5,5,0,,,
8/11/98,"Saurimo, Angola",Alada,Antonov An-12BP,1,13,0,,,
8/19/98,"Foveaux Strait, New Zealand",Vincent Aviation,Cessna 402C,5,10,0,,,
8/21/98,"Near Ghorepani, Nepal",Lumbini Airways,de Havilland Canada DHC-6 Twin Otter 300,18,18,0,,,
8/23/98,"Roseau, Dominica",Air Anguilla,Cessna 402C,11,11,0,,,
8/24/98,"Manibagi, Myanmar",Myanmar Airways,Fokker F-27 Friendship 600,44,44,0,,,
8/24/98,"Pretoria, South Africa",Speed Service Couriers,DC-3-65TP,1,2,0,,,
8/29/98,"Quito, Ecuador",Cubana de Aviacion,Tupolev TU-154M,70,91,10,,,
9/2/98,"Off Peggy's Cove, Nova Scotia, Canada",Swissair,McDonnell Douglas MD-11,229,229,0,,,
9/2/98,Angola,Permaviatrans,Antonov AN-26,24,24,0,,,
9/9/98,"Port Alsworth, Alaska",Rusts Flying Service Inc.,de Havilland Dash-2 float plane,5,5,0,,,
9/10/98,"Islamabad, Pakistan",Military - Pakistan Air Force,Lockheed C-130B Hercules,5,5,0,,,
9/14/98,"Mount Cook, New Zealand",Air taxi - Air Safaris Inc.,Cessna 177B Cardinal,3,3,0,,,
9/25/98,"Near Nador, Morroco",Paukn Air,British Aerospace BAe-146-100,38,38,0,,,
9/28/98,"Praia, Cape Verde",Cabo Verde Airlines,de Havilland Canada DHC-6 Twin Otter 300,1,22,0,,,
9/29/98,"Off Mannar, Sri Lanka",Lionair,Antonov AN-24RV,55,55,0,,,
10/2/98,"Near Canaima, Venezuela",Servivensa,Douglas DC-3C,1,27,0,,,
10/10/98,"Near Kindu, Congo",Congo Airline,Boeing B-727-30,41,41,0,,,
10/21/98,"Fortaleza, Brazil",Capital Taxi Aereo,Embraer 120RT Brasilia,3,3,1,,,
10/21/98,"Yerevan, Armenia",Ararat Avia,Yakovlev YAK-40,0,37,4,,,
10/25/98,"Rwenzori mountains, Uganda",TanaMana Aviation,Britten-Norman BN-2A-3 Islander,4,11,0,,,
11/1/98,"Near Quetzaltenango, Guatemala",Living Water Teaching Ministries Charter,Douglas DC-3C,11,18,0,,,
11/11/98,"Near Krasnoyarsk, Russia",Sakha Airlines,Antonov AN-12,13,13,0,,,
11/17/98,"Koror, Nepal",Paradise Air,Cessna 207 Skywagon,9,9,0,,,
11/21/98,"Edgewater, Maryland",Private,Burgess RV-6 experimental,1,1,0,,,
11/23/98,"Victoria, British Columbia",Regency Express Air,Cessna 208B Caravan I Super Cargomaster,2,2,0,,,
11/27/98,"King Island, Tasmania",?,?,4,6,0,,,
12/2/98,"Umpire, Arkansas",Yates Aviation,Cessna 501 Citation I SP,1,1,0,,,
12/7/98,"Baie-Comeau, Canada",Air Satellite,Britten-Norman Trislander,7,10,0,,,
12/11/98,"Near Surat Thani, Thailand",Thai Airways,Airbus A-310-204,102,146,0,,,
12/14/98,"Near Cuito, Angola",Khors Aircompany,Antonov AN-12BP,11,11,0,,,
12/17/98,"Saurimo, Angola",Zanex,Antonov 12,1,10,0,,,
12/22/98,"Medell????n, Colombia",SELVA,Antonov 32B,5,5,0,,,
12/26/98,"Vila Nova, Angola",Transafrik,Lockheed Martin L-100-30 Hercules,14,14,0,,,
1/2/99,"Near Huambo, Angola",Transafrik - United Nations Charter,Lockheed L-100-30 Hercules,9,9,0,,,
1/12/99,"Guernsey, Channel Islands, England",Channel Express,Fokker F-27 Friendship 600,2,2,0,,,
1/13/99,"Geilenkirchen, Germany",Military - German Air National Guard,Boeing KC-135E,4,4,0,,,
1/13/99,"Mayne Island, British Columbia, Canada",Kelowna Flightcraft Air Charter,Douglas DC-3C,2,2,0,,,
1/16/99,"Coconut Island, QLD, Australia",Uzu Air,Britten Norman BN-2A-26,3,4,0,,,
1/17/99,"Jumla, Nepal",Necon Air,Cessna 208 Caravan I,4,12,0,,,
1/21/99,"Bluefields, Nicaragua",Fuerza A????rea Nicaragua,Antonov AN-26,28,28,0,,,
2/2/99,"Luanda, Angola",Savannair,Antonov AN-12,14,14,13,,,
2/3/99,"Hoskins, Papua New Guinea",Airlink,Britten Norman BN-2A Trislander,11,11,0,,,
2/8/99,"Kinshasa,  Democratic Republic Congo",Air Karibu,Lockheed L-188A Electra,7,7,0,,,
2/12/99,"Near Bishop, California",Ameriflight,Beechcraft C99,1,1,0,,,
2/24/99,"Rui'an, China",China Southwest Airlines,Tupolev TU-154,61,61,0,,,
2/25/99,"Genoa, Italy",Minerva Airlines,Dornier 328-110,4,31,0,,,
3/7/99,"New Delhi, India",Military - Indian Air Force,Antonov AN-32 Transport,19,19,3,,,
3/18/99,"Near Tame, Colombia",ALIANSA Colombia,Douglas DC-3C (C-47A-DK),8,8,8,,,
3/19/99,"Davis Inlet, Newfoundland, Canada",Provincial Airlines,de Havilland Canada DHC-6 Twin Otter 300,1,2,0,,,
4/7/99,"Near Ceyhan, Turkey",Turkish Airlines (THY),Boeing 737-4Q8,6,6,0,,,
4/7/99,"Ribeirao Preto, Brazil",Manac???? T????xi A????reo,Learjet 24D,5,5,0,,,
4/8/99,"Near Malaga, Colombia",Aerotaca,de Havilland Canada DHC-6 Twin Otter 300,5,5,0,,,
4/15/99,"Shanghi, China",Korean Air,McDonnell Douglas MD-11,3,3,0,,,
5/8/99,"Off Port Vila, Vanuatu",Vanair,de Havilland Canada DHC-6 Twin Otter 300,7,12,0,,,
5/24/99,"Kuching, Malaysia",Military - Malaysian Air Force,de Havilland Canada DHC-4A,5,5,0,,,
5/29/99,"Ol Kiombo, Kenya",Malindi Air Services,Let 410UVP-E,2,2,0,,,
6/1/99,"Little Rock, Arkansas",American Airlines,McDonnell Douglas MD-82,11,145,0,,,
6/3/99,"Near Khartoum, Sudan",Military - Sudan Air Force,Antonov 32,50,50,0,,,
6/9/99,"Juneau, Alaska",Air Taxi - Coastal Helicopters Inc.,Eurocopter AS-350BA,7,7,0,,,
6/9/99,"Coron, Philippines",Pacific Airways,Britten-Norman BN-2A-21 Islander,1,1,0,,,
6/17/99,"Goroka, Papua New Guinea",Airlink,Embraer 110P2 Bandeirante,17,17,0,,,
6/25/99,"Long Haul Lake, Manatoba, Canada",Blue Water Aviation Services,de Havilland Canada DHC-3 Otter,1,2,0,,,
6/30/99,"Seraing, Belgium",Nightexpress,Beechcraft 99,2,2,0,,,
7/1/99,"Luzamba, Angola",Savanair,Antonov 12B,1,5,0,,,
7/2/99,"Sittwe, Myanmar",Myanmar Airways,Fokker F-27 Friendship 600,8,8,0,,,
7/4/99,"Villavicencio, Colombia",LANC Colombia,Douglas DC-6A,5,18,0,,,
7/7/99,"Near Kathmandu, Nepal",Lufthansa Cargo Airlines,Boeing 727-243F,5,5,0,,,
7/9/99,"Toluca , Mexico",Aero Jet Express,Hawker Siddeley HS-125,4,4,0,,,
7/16/99,"Off Martha's Vineyard, Massachusetts",Private,Piper PA-32-R301 Saratoga II HP,3,3,0,,,
7/20/99,"Near Bluefields, Nicaragua",La Costena,Cessna 208B Grand Caravan,16,16,0,,,
7/23/99,"Near Orito, Colombia",Military - U.S. Army,de Havilland Canada DHC-7-102,7,7,0,,,
7/23/99,"Tokyo, Japan",All Nippon Airways,Boeing B-747,1,517,0,,,
7/24/99,"Nasevou Village, Fiji",Air Fiji,Embraer 110P1 Bandeirante,17,17,0,,,
7/31/99,"Marine City, Michigan",Private,Beech King Air 65-A90,10,10,0,,,
8/7/99,"Santo Antao, Cape Verde Islands",TACV-Cabo Verde Airlines,Dornier 228-201,18,18,0,,,
8/12/99,"Sept-????les, Canada",Regionnair,Beechcraft 1900D,1,4,0,,,
8/22/99,"Hong Kong, China",China Airlines (Taiwan),McDonnell Douglas MD-11,3,315,0,,,
8/24/99,"Hualian, Taiwan",Uni Air,McDonnell Douglas MD-90-30,1,96,0,,,
8/26/99,"Turtkul, Uzbekistan",Uzbekistan Airways,Yakovlev YAK-40,2,33,0,,,
8/31/99,"Buenos Aires, Argentina","LAPA, Lineas Aereas Privadas Argentinas",Boeing B-737-204C,64,103,10,,,
9/1/99,"Mount Meru, Tanzania",Northern Air (Tanzania),Cessna 404 Titan II,12,12,0,,,
9/3/99,"Glasgow, Scotland",Edinburgh Air Charter,Cessna 404 Titan Ambassador,8,11,0,,,
9/5/99,"Near Kathmandu, Nepal",Necon Air,Hawker Siddeley HS-748-501 Super 2B,15,15,0,,,
9/5/99,"Westerly, Rhode Island",Air Taxi - New England Airlines,Piper PA-32-260,3,5,0,,,
9/14/99,"Bucharest, Romania",Greek Government,Dassault Falcon 900B,7,13,0,,,
9/14/99,"Girona, Spain",Britannia Airways,Boeing 757-204,1,245,0,,,
9/14/99,"Belelm, Brazil",Norte Jet T????xi A????reo,Embraer 110 Bandeirante,2,2,0,,,
9/17/99,"Mt. Hidalgo, Mexico",Military - Mexican Air Force,Lockheed C-130A Hercules,5,5,0,,,
9/25/99,"Mt. Mauna Loa, Hawaii",Big Island Airlines,Piper PA-31-350 Navajo Chieftain,10,10,0,,,
10/2/99,"Dhahran, Saudi Arabia",Aramco Associated Company,Bell 214ST helicopter,12,20,0,,,
10/24/99,"Off Genova, Italy",Avioriprese Jet Executive,Learjet 35A,3,3,0,,,
10/24/99,"San Carlos, Venezuela",Military - Venezuelan Army,Arava 201,6,6,0,,,
10/25/99,"Aberdeen, South Dakota",Private charter,Gates Learjet 35,6,6,0,,,
10/31/99,"Charllis, Idaho",Air Taxi - Stanley Air Taxi,Cessna U206F,4,4,0,,,
10/31/99,"Off Nantucket Island, Massachusetts",EgyptAir,Boeing B-767-366ER,217,217,0,,,
11/9/99,"Near Uruapan, Mexico",TAESA,McDonnell Douglas DC-9-31,18,18,0,,,
11/12/99,"Near Pristina, Kosovo",Si Fly - U.N. charter,Aerospatiale Alenia ATR-42,24,24,0,,,
11/26/99,"Nairobi, Kenya",DHL Aviation Africa,Cessna 208 Caravan I,4,4,0,,,
12/5/99,"Moscow, Russia",Tashkent Aircraft Production Corporation,Ilyushin 114T,5,7,0,,,
12/6/99,"Johannesburg, South Africa",Charter - Flightline Charter Services,Piper PA-31-350,9,9,0,,,
12/7/99,"Bethel, Alaska",Air Taxi - Grant Aviation Inc.,Cessna 207,6,6,0,,,
12/7/99,"Near Bayombang, Philippines",Asian Spirit,Let 410UVP,17,17,0,,,
12/9/99,"Near Sundsvall, Sweden",Charter - Twin Air HB,Piper PA-31-350,8,8,0,,,
12/9/99,"Near Branson, Missouri",College of the Ozarks,Cessna 525 Citation,6,6,0,,,
12/10/99,"Kuwait City, Kuwait",Military - U.S. Air Force,Lockheed C-130H,3,94,0,,,
12/11/99,"Sao Jorge, Azores (Portugal)",SATA,British Aerospace APT,35,35,0,,,
12/21/99,"Guatemala City, Guatemala",Cubana de Aviacon,McDonnell Douglas DC-10-30,16,314,2,,,
12/22/99,"Great Hallingbury, United Kingdom",Korean Air,Boeing 747-2B5F,4,4,0,,,
12/24/99,"Amritsar, India / Kandahar, Afghanistan",Indian Airlines,Airbus A300B2-101,1,189,0,,,
12/25/99,"Bejuma, Venezuela",Cubana de Aviacion,Yakovlev YAK-42D,22,22,0,,,
12/25/99,"Near Simara, Nepal",Skyline Airways,de Havilland Canada DHC-6 Twin Otter,10,10,0,,,
12/29/99,"Near Zonguldak, Turkey",Ecuato Guineana de Aviacion,Antonov 28,6,6,0,,,
1/5/00,"Abuja, Nigeria",Skypower Express Airways,Embraer 110P1A Bandeirante,1,16,1,,,
1/10/00,"Niederhasli, Switzerland",Crossair,Saab 340B,10,10,0,,,
1/13/00,"Off Marsa el-Brega, Libya",Avisto,Shorts 360-300,22,41,0,,,
1/15/00,"San Jose, Costa Rica",TACA,Let 410UVP-E,5,20,0,,,
1/25/00,"Near Ankara, Turkey",Top Air - Air Taxi,Beechcraft King Air C90,4,4,0,,,
1/30/00,"Off Abidjan, Ivory Coast",Kenya Airways,AirbusA310-304,169,179,0,,,
1/31/00,"Off Point Mugu, California",Alaska Airlines,McDonnell Douglas MD-83,88,88,0,,,
2/2/00,"Tehran, Iran",Military - Islamic Republic of Iran Air Force,Lockheed C-130 Hercules,8,8,0,,,
2/5/00,"Iliamna, Alaska","Air Taxi - Iliamna, Air Taxi Inc.",Cessna U206G,6,6,0,,,
2/16/00,"Sacramento, California",Emery Worldwide,McDonnell Douglas DC-8-71F,3,3,0,,,
3/5/00,"Burbank, Calilfornia",Southwest Airlines,Boeing B-737-3T5,0,142,0,,,
3/9/00,"Moscow, Russia",Vologodskiye Airlines,Yakovlev YAK-40,9,9,0,,,
3/17/00,"Near Kuna Yala, Panama",Aeroperlas,de Havilland Canada DHC-6 Twin Otter 300,10,10,0,,,
3/17/00,"Ennadai Lake, Canada",Points North Air Services,Douglas C-47A-5-DK,2,2,0,,,
3/22/00,"Herreira, Spain",Military - Ej????rcito del Aire,CASA 212-DE Aviocar 200,NA,NA,NA,,,
3/24/00,"Kadirana, Sri Lanka",Sky Cabs,Antonov AN-12 (freighter),6,8,2,,,
3/25/00,"Huambo, Angola",Uralex,Antonov AN-32,3,33,0,,,
4/1/00,"Near Gualeguaychu, Argentina",Taxval,Cessna 208 Caravan,1,1,0,,,
4/5/00,"Marianna, Florida",Bankair,Learjet 35A,3,3,0,,,
4/19/00,"Pepa ,Congo",Military - Centrafricain Airlines,Antonov AN-8,24,24,0,,,
4/19/00,"Bukavu, Democratic Republic Congo",Kivu Air Services,Cessna 208B Caravan I,2,2,0,,,
4/19/00,"Samal Island, Philippines",Air Philippines,Boeing B-737-2H4,131,131,0,,,
4/29/00,"Bapi, Papua New Guinea",North Coast Aviation,Britten-Norman BN-2A-20 Islander,4,4,0,,,
5/2/00,"Lyon Satolas, France",Northern Executive Aviation,Learjet 35A,2,5,0,,,
5/3/00,"Kurupung, Guyana",Trans Guyana Airways,Britten-Norman BN-2A-9 Islander,1,1,0,,,
5/10/00,"Kaunakakai, Hawaii",Price Aircraft Company,Rockwell Sabreliner 65,6,6,0,,,
5/17/00,"Moanda, Gabon",Avirex,Beechcraft 1900C-1,3,10,0,,,
5/21/00,"Near Wilkes-Barre, Pennsylvania",Executive Airlines,BAe Jetstream 3101-31,19,19,0,,,
5/25/00,"Near Manila, Philippines",Philippine Air Lines,Airbus A.330-301,1,298,0,,,
5/25/00,"Paris, France",Streamline,Shorts 330-200,1,2,0,,,
5/31/00,"Off Whyalla, Australia",Whyalla Airlines,Piper PA-31-350 Navajo,8,8,0,,,
6/5/00,"Accra, Ghana",Ghana Airlink,Fokker F-27 Friendship 600,7,52,0,,,
6/14/00,"Liverpool, England",ANT Air Taxi,Piper PA-31-350 Navajo,5,5,0,,,
6/21/00,"Cuiaba, Brazil",Air taxi - Jao Air Taxi,Beech Baron,4,4,0,,,
6/22/00,"Shitai, China",Wuhan Airlines,Xian Yunshuji Y-7-100C,44,44,7,,,
6/23/00,"Boca Raton, Florida",Universal Jet Aviation,Learjet 55,3,3,0,,,
6/27/00,"Off Shimano, Japan",Military - Japanese Air Self-Defence Force,Kawasaki C-1A,5,5,0,,,
7/2/00,"Off Cagayancillo, Philippines",Military - Philippine Air Force,GAF Nomad N-22C,14,15,0,,,
7/8/00,"Near Villahermosa, Mexico",Aerocaribe,British Aerospace  BAe Jetstream 32EP,19,19,0,,,
7/9/00,"Villavicencio, Colombia",CORAL Colombia,Curtiss C-46A-60-CS,13,19,0,,,
7/13/00,"Raleigh, North Carolina",Win Win Aviation,de Havilland Canada DHC-6 Twin Otter 200,1,3,0,,,
7/17/00,"Patna, India",Indian Airlines/Alliance Airlines,Boeing B-737-2A8 Advanced,55,58,5,,,
7/19/00,"Linneus, Maine",Airwave Transport,Grumman G-159 Gulfstream I,2,2,0,,,
7/20/00,"Nassau, Bahamas",Allied Air Freight,Douglas C-47A-10-DK,2,2,0,,,
7/21/00,"Maui, Hawaii",Blue Hawaiian Helicopters,Aerospatiale AS355-F1,7,7,0,,,
7/25/00,"Gonesse, France",Air France,Aerospatiale BAe Concorde 101,109,109,4,,,
7/26/00,"Mafraq, Jordan",Military - Royal Jordanian Air Force,Lockheed C-130H Hercules,13,13,0,,,
7/27/00,"Jodhura, Nepal",Royal Nepal Airlines,de Havilland Canada DHC-6 Twin Otter 300,25,25,0,,,
8/2/00,"Cubatao, Brazil",Air taxi - Lider Air Taxi,Sikorsky S-76,6,6,0,,,
8/6/00,"Puerto Montt, Chile",Military - Fuerza A????rea de Chile,Casa 212-AB10 Aviocar,14,14,0,,,
8/9/00,"Burlington Township, New Jersey",Patuxent Airways / Private,Piper Navajo PA-31/ Piper Seminole PA-44,11,11,0,,,
8/12/00,"Near Tshikapa, Congo",Staer Air,Antonov AN-26B,27,27,0,,,
8/14/00,"Teslin Lake, British Columbia, Canada",RCMP-GRC Air Services,Cessna 208 Caravan I,2,2,0,,,
8/15/00,"Lumber City, Georgia",Air Taxi,Piper PA-31-350,3,3,0,,,
8/23/00,"Off Manama, Bahrain",Gulf Air,Airbus A320-212,143,143,0,,,
8/25/00,"Hilo Bay, Hawaii",Big Island Airlines,Piper PA-31-350 Navajo Chieftain,1,9,0,,,
8/26/00,"Near La Fortuna, Costa Rica",SANSA,Cessna 208B Grand Caravan I,10,10,0,,,
9/2/00,"Mount Montezuma, Colombia",Military - Fuerza A????rea Colombiana,Douglas C-47,7,7,0,,,
9/4/00,"Near Burketown, Australia",Charter - Central Air,Beechcraft SKA 200,8,8,0,,,
9/16/00,"Kumarapura, Sri Lanka",Military - Sri Lanka Air Force,Mil Mi-17,14,14,0,,,
9/18/00,"Nuiqsut, Alaska",Cape Smythe Air Service,Piper PA-31-350 Navajo,5,10,0,,,
10/6/00,"Reynosa, Mexico",Aeromexico,McDonnell Douglas DC-9-31,0,88,4,,,
10/8/00,"Port Radium, Northwest Territories, Canada",Summit Air Charters,Shorts SC.7 Skyvan 3-100,3,3,0,,,
10/9/00,"Lummi Island, Washington",Empire Airlines,Cessna 208B Caravan I Super Cargomaster,1,1,0,,,
10/10/00,"Wichita, Kansas",Bombardier Aerospace,Canadair CL-600-2B16 Challenger 604,2,3,0,,,
10/16/00,"Hillsboro, Missouri",Private,Cessna 335,3,3,0,,,
10/19/00,"Near Sam Neua, Laos",Lao Aviation,Harbin Yunshuji Y-12-II,8,17,0,,,
10/25/00,"Near Batumi, Republic of Georgia",Military - Russian Air Force,Ilyushin IL-18D,86,86,0,,,
10/31/00,"Taipei, Taiwan",Singapore Airlines,Boeing B-747-412,83,179,0,,,
10/31/00,"Near Monaquimbundo, Angola",Aca-Ancargo,Antonov AN-26,44,44,0,,,
11/7/00,"Luabo, Democratic Republic Congo",Malu Aviation,Antonov 32B,2,11,0,,,
11/9/00,"Fort Wayne, Indiana",Superior Aviation,Swearingen SA.226TC Metro II,1,1,0,,,
11/15/00,"Near Luanda, Angola",Asa Pesada,Antonov AN-26,57,57,0,,,
11/20/00,"Miami, Florida",American Airlines,Airbus A300-600R,1,114,0,,,
11/25/00,"Cordoba, Spain",Mayoral Executive Jet,Aerospatiale SN-601 Corvette,1,2,0,,,
12/11/00,"Near Sumacal, Beni, BO",Servicio Aereo Manchupo,Cessna 206,6,6,0,,,
1/4/01,"Zheng Zou AB, China",Military - People's Liberation Army,Shaanxi Yunshuji Y-8/Yunshuji Y-8,16,16,6,,,
1/8/01,"Near Silimo, Indonesia",Military - Tentara Nasional Indonesia Navy,CASA 212-MP Aviocar 200,9,9,0,,,
1/14/01,"Near Lake Point, Utah",Skydive Salt Lake - Charter,Beech A90 King Air,9,9,0,,,
1/23/01,"Eider Point, Alaska",Majestic Air Cargo,Douglas C-47A-30-DK (DC-3C),2,2,0,,,
1/25/01,"Ciudad Bolivar, Venezuela",Rutaca Airlines,Douglas DC-3C (C47A-DL),24,24,0,,,
1/27/01,"Byers, Colorado",North Bay Charter,Beech King Air 200 Catpass,10,10,0,,,
1/31/01,"El Yopal, Colombia",Lineas Aereas Suramericanas,Sud Aviation SE-210 Caravelle 10R,3,6,0,,,
2/8/01,"Beaver Island, Minnesota",Northern Illinois Flight Center,Swearingen SA.227AT Merlin IVC,2,6,0,,,
2/8/01,"Nurnberg, Germany",E.A.S. Aeroservizi,Learjet 35A,3,3,0,,,
2/10/01,"Jakobkondre, Suriname",Gum Air Charter,GAF Nomad N24A,10,10,0,,,
2/27/01,"Near Granton Harbour, Scotland",Loganair,Shorts 360-100,2,2,0,,,
3/2/01,"Rio Azul Farm, Brazil",Air taxi - Cuiaba Air Taxi,Beech BE-55,6,6,0,,,
3/3/01,"Unadilla, Georgia",Military - Florida Army National Guard,Short 360,21,21,0,,,
3/3/01,"Bangkok, Thailand",Thai Airways,Boeing B-737-4D7,1,5,0,,,
3/15/01,"Medina, Saudi Arabia",Vnukovo Airlines,Tupolev 154M,3,174,0,,,
3/17/01,"Near Lubango, Angola",Sociedade de Aviacao Ligeira Charter,Beechcraft 1900C,16,17,0,,,
3/24/01,"Gustavia, St. Barth????l????my, French West Indies",Air Caraibes,de Havilland Canada DHC-6 Twin Otter,19,19,1,,,
3/26/01,"Jadura, Indonesia",Merpati Nusantara Airlines,Fokker F-27 Friendship 500F,3,3,0,,,
3/29/01,"Near Aspen, Colorado",Avjet Corp,Gulfstream Aerospace G-1159,18,18,0,,,
3/29/01,"Near Aspen, Colorado",Jetwingsco Inc. - Private Charter,Grummand Gulfstream III,18,18,0,,,
4/2/01,"Ashbaubenon, Wisconsin",Jet Wings,Cessna 501 Citation I/SP,1,1,0,,,
4/4/01,"Adar Yeil, Sudan",Military - Sudan Air Force,Antonov AN-24,14,30,0,,,
4/7/01,"Thanh Tranh Village, Vietnam",SFC Vietnam - Charter - Full Account,Mil Mi-18 Helicopter,16,16,0,,,
4/28/01,"Near Roque Perez, Argentina",Private - Techint  group,Cessna  208B Grand Caravan,10,10,0,,,
5/16/01,"Malatya, Turkey",Military - Turkish Air Force,CASA CN-235M-10,34,34,0,,,
5/17/01,"Near Sari, Iran",Faraz Qeshm Airlines,Yakovlev YAK-40,30,30,0,,,
5/17/01,"Mendoza, Argentina",Fuerza A????rea Argentina,Fokker F-27 Friendship 400M,5,5,0,,,
5/22/01,"Near Myakotino, Russia",Military - Russian Air Force,Antonov 12MGA,7,7,0,,,
6/15/01,"Jayapura, Indonesia",Manunggal Air,Transall C-160NG,1,19,0,,,
7/4/01,"Near Irkutsk, Russia",Vladivostokavia,Tupolev TU-154M,145,145,0,,,
7/5/01,"Off Chinhae, South Korea",Private  - Daewoo Shipbuilding,Sikorsky S-76B helicopter,8,12,0,,,
7/12/01,"Near Puerto Cabello, Venezuela",Private - Overtec Company,Antonov AN-28 PZL-Mielec M-28 Sky Truck,13,13,0,,,
7/14/01,"Near Moscow, Russia",Russ Air Transport Company,Ilyushin IL-76,10,10,0,,,
7/30/01,"Haines, Alaska",Air Taxi,Piper PA-32-300,6,6,0,,,
8/5/01,"Reykjav????k, Iceland",Naske Air,Dassault Falcon 20C,3,3,0,,,
8/10/01,"Near Meadview, Arizona",Papillon Grand Canyon Helicopters of Las Vegas,Aerospatiale AS350 Eurocopter  helicoper,6,7,0,,,
8/23/01,"Mugogo, Democratic Republic Congo",Victoria Airlines,Antonov 28,4,11,0,,,
8/24/01,"Lajes, Terceira, Azores",Air Transat,Airbus A-330-243,0,304,0,,,
8/24/01,"Ithaca, New York",Ameristar Jet Charter,Learjet 25,2,2,0,,,
