Date,location,operator,planeType,Dead,Aboard,Ground,,,
8/25/01,"Marsh Harbour, Bahamas",Blackhawk Int. Airways  - Private charter,Cessna 402B,9,9,0,,,
8/29/01,"Near Malaga, Spain",Binter Mediterr????neo,CASA  CN-235-200,4,47,0,,,
9/11/01,"New York City, New York",United Air Lines,Boeing B-767-222,65,65,2750,,,
9/11/01,"New York City, New York",American Airlines,Boeing 767-223ER,92,92,2750,,,
9/11/01,"Shanksville, Pennsylvania",United Air Lines,Boeing B-757-222,44,44,0,,,
9/11/01,"Arlington, Virginia.",American Airlines,Boeing B-757-223,64,64,125,,,
9/12/01,"Near Chichen Itza, Mexico",Aero Ferinco Charter,LET 410UVP,19,19,0,,,
9/15/01,"Belo Horizonte, Brazil",TAM (Brazil),Fokker 100,1,82,0,,,
9/18/01,"Guatemala City, Guatemala",Atlantic Airlines,LET 410UVP-E,9,13,0,,,
10/3/01,"Decatur Island, Washington",Aeronautical Services - Air Taxi,Cessna 172N,3,3,0,,,
10/4/01,"110 miles SW of Sochi, Russia",Sibir Airlines,Tupolev Tu-154M,78,78,0,,,
10/8/01,"Milan, Italy",Scandinavian Airlines (SAS) / Private,MD-87 / Cessna 525A Citation II,114,114,4,,,
10/8/01,"Mollet Lake, Quebec, Canada",Air Saint Maurice Inc.,de Havilland DHC-2 Mk 1 Beaver,3,7,0,,,
10/10/01,"Dillingham, Alaska",PenAir,Cessna 208 Caravan,10,10,0,,,
10/10/01,"Off Valencia, Spain",Flightline,Swearingen SA-226AT Merlin IV,10,10,0,,,
10/11/01,"Shamattawa, Canada",Perimeter Airlines,Swearingen SA.226TC Metro I,2,3,0,,,
10/13/01,"Near Humiata, Brazil",Air Taxi - Continental Air Taxi,EMB 810C Seneca,3,6,0,,,
10/18/01,"Anchorage, Alaska",ERA Aviation - Air Taxi,Bell 206L,3,5,0,,,
11/12/01,"Belle Harbor, Queens, New York",American Airlines,Airbus A-300-605R,260,260,5,,,
11/19/01,"Kalyazin, Russia",Charter - IRS Aero,Ilyushin 18V,27,27,0,,,
11/22/01,"Pittsburgh, Pennsylvania",Universal Jet Aviation,Learjet 25B,2,2,0,,,
11/23/01,"Palade, Estonia",ELK Aviation Co. (leased from Eminex),Antonov AN-28,2,17,0,,,
11/24/01,"Birchwil, Switzerland",Crossair,BAE Avro RJ100,24,33,0,,,
11/27/01,"Port Harcourt, Nigeria",MK Airlines,Boeing 747-246F,1,13,0,,,
11/28/01,"San Jer????nimo de Moravia , Costa Rica",SANSA,Cessna 208B Grand Caravan,3,8,0,,,
12/1/01,"Near Novaya Inya , Russia","Military - Russian, cargo",Ilyushin IL- 76TD,18,18,0,,,
12/1/01,"Bessemer, Alabama",Air Carriers,Cessna 208B Grand Caravan,2,2,0,,,
12/10/01,"Sierra Blanca, Texas",Air Cargo Express,Learjet 24D,2,2,0,,,
12/14/01,"Geti, Democratic Republic Congo",Eagle Air,Let 410A,6,6,0,,,
12/16/01,"Near Medellin, Colombia",Heliandes,Let 410UVP-E,16,16,0,,,
12/20/01,"Zurich, Switzerland",Eagle Air,Cessna 560 Citation V,2,2,0,,,
12/26/01,"Bremerhaven, Germany",BAL Bremerhaven Airline,Britten Norman BN-2B Trislander,8,9,0,,,
1/1/02,"Hollywood, Florida",Air Taxi - Air Taxi Inc.,Piper PA-31-250,1,5,0,,,
1/4/02,"Birmingham, England",Agco Corp,Canadair CL-604,5,5,0,,,
1/9/02,"Shamsi AFB, Pakistan",Military - U.S. Air Force,Lockheed Hercules KC-130R,7,7,0,,,
1/14/02,"Bilbao, Spain",Ibertrans A????rea,Embraer EMB-120 Brasilia,3,3,0,,,
1/15/02,"Chilpancingo, Mexico",Procuradur????a General de la Rep????blica,de Havilland DHC-6 Twin Otter 300,5,17,0,,,
1/16/02,"Near Solo, Indonesia",Garuda Indonesia Airlines,Boeing B-737-3Q8,1,62,0,,,
1/17/02,"Near La Bonita, Ecuador",Petroproducci????n,Fairchild FH-227E,26,26,0,,,
1/19/02,"Near Milford Sound, New Zealand",Air Fiordland,Cessna 207 Skywagon,6,6,0,,,
1/27/02,"Near Luena, Angola",Military - Angolan  Air Force,Antonov AN-12,5,40,0,,,
1/28/02,"Near Ipiales, Colombia",TAME,Boeing B-727-134,92,92,0,,,
2/2/02,"Ellsworth AFB, South Dakota",Military - U.S. Air Force,Learjet C-21A,2,2,0,,,
2/12/02,"Near Khorramabed, Iran",Iran Air Tours,Tupolev TU-154,117,117,0,,,
2/15/02,"Monrovia, Liberia",Tiramavia,Antonov 12BP,1,10,0,,,
2/21/02,"Lakhta, Russia",Military - Russian Navy,Antonov AN-26,17,20,0,,,
2/22/02,"Off Dumaguete, Philippines",Military - U.S. Army,MH-47 Chinook helicopter,10,10,0,,,
3/9/02,"Monte Rotondo, Italy",Svedijos Prek????s,Antonov 2TP,3,3,0,,,
3/14/02,"Near Placetas, Cuba",Charter - Aerotaxi,Antonov AN-2,17,17,0,,,
3/15/02,"Alma, Wisconsin",Priorty Air Charter,Cessna 208B Caravan I Super Cargomaster,1,1,0,,,
3/17/02,"Off Djibouti, Republic of Djibouti",Djibouti Airlines,Let 410UVP-E,4,4,0,,,
4/1/02,"Near Cairns, QLD, Australia",Air Taxi,Shrike Commander 500S,4,4,0,,,
4/12/02,"Palma de Mallorca, Spain",Tadair,Swearingen SA.227AC Metro III,2,2,0,,,
4/15/02,"Busan, South Korea",Air China,Boeing B-767-200ER,128,166,0,,,
4/18/02,"Near Sweers Island, QLD, Australia",Air taxi,Cessna U206A,6,6,0,,,
4/19/02,"Popay????n, Colombia",SELVA Colombia,Antonov AN-32A,3,8,0,,,
4/24/02,"Near Olancho, Honduras",Private,Cessna 206G,6,6,0,,,
4/28/02,"Near Abakan, Russia",Private,Mi-8 helicopter,8,20,0,,,
5/4/02,"Kano, Nigeria",EAS Airlines (Executive Airline Services),BAC One-Eleven 525FT,74,77,78,,,
5/7/02,"Near Tunis, Tunisia",EgyptAir,Boeing B-737-566,14,62,0,,,
5/7/02,"Off Dalian, China",China Northern Airlines,McDonnell Douglas MD-82,112,112,0,,,
5/21/02,"Near Calabar, Nigeria",Sky Executive Air Services,LET 410UVP,5,5,0,,,
5/25/02,"Near Nabire, Indonesia",Trigana Air Service,de Havilland Canada DHC-6 Twin Otter 300,6,6,0,,,
5/25/02,"Off Penghu Island, Taiwan",China Airlines (Taiwan),Boeing B-747-209B,225,225,0,,,
6/1/02,"George, South Africa",Airquarius Aviation - Charter,Hawker Siddeley HS-748-372,3,3,0,,,
6/2/02,"Near Ndalatando, Angola",Military - Angolan Armed Forces,Mi-17,20,25,0,,,
6/4/02,"Oiapoque, Amapa, Brazil",Marco Zero Air Taxi,Embraer 721C Sertanejo,5,5,0,,,
6/11/02,"Winnipeg, Manitoba",Keystone Air Services Ltd. - Air Taxi,PA- 31-350 Chieftain,1,8,0,,,
6/12/02,"Near Gardez, Afghanistan",Military - U.S. Air Force,Lockheed MC-130H Hercules,3,10,0,,,
7/1/02,"Uberlingen, Germany",Bashkirian Airlines / DHL Worldwide Express,Tupolev TU-154M / Boeing B-757-23APF,71,71,0,,,
7/4/02,"San Dimas, California",Private,Cessna 310,2,2,2,,,
7/4/02,"Bangui, Central African Republic",Prestige Airlines (Cargo) Charter,Boeing B-707-123B,25,27,0,,,
7/12/02,"Port Alsworth, Alaska","Air Taxi - Bigfoot Air of Alaska, LLC",de Havilland DHC-2,4,4,0,,,
7/16/02,"Near Long Barai, Indonesia",Sabang Merauke Raya Air Charter,Britten-Norman BN-2A Islander,10,10,0,,,
7/16/02,"Off Cromer, Norfork, England",Bristow Helicopters,Sikorsky S-76A,11,11,0,,,
7/17/02,"Surkhet, Nepal",Skyline Airways,de Havilland Canada DHC-6 Twin Otter 300,4,4,0,,,
7/27/02,"Lviv, Ukraine",Military - Ukraine Air Force,Sukhoi Su-27,0,2,85,,,
7/28/02,"Moscow, Russia",Pulkovo Aviation Enterprise,Iluyshin Il-86,14,16,0,,,
8/7/02,"Caguas, Puerto Rico",Military - U.S. Air Force,Lockheed MC-130H Hercules,10,10,0,,,
8/15/02,"Kadjuduwa Watta, Sri Lanka",Military - Sri Lanka Air Force,Yunshuji Y-8D,5,5,0,,,
8/19/02,"Khankala, Chechnya",Military - Russian Air Force,Mil Mi-26,121,147,0,,,
8/22/02,"Pokhara, Nepal",Shangri La Air,de Havilland Canada DHC-6-300 Twin Otter,18,18,0,,,
8/29/02,"Near Ayan, Russia",Vostok Aviakompania,Antonov AN-28,16,16,0,,,
8/30/02,"Rio Branco, Brazil",Rico Taxi A????reo,Embraer 120ER Brasilia,23,31,0,,,
8/30/02,"Lexington, Kentucky",Care Flight International,Learjet 25C,1,5,0,,,
9/2/02,"Near Xichang, China",CAAC Air Traffic Management Bureau,Cessna 650 Citation VI,3,3,0,,,
9/4/02,"High Prarie, Alberta, Canada",Airco Charters - Air Taxi,PA-34-220T Seneca III,2,2,0,,,
9/13/02,"Pucallpa, Peru",Aero Pantanal - Air Taxi,Cessna U206G,6,6,0,,,
9/14/02,"Paranapanema, Sao Paulo, Brazil",Total  Air Lines,ATR 42-300,2,2,0,,,
9/28/02,"Near Natashquan, Quebec, Canada",Deraps Aviation,de Havilland Canada DHC-3 Otter,3,4,0,,,
10/1/02,"Vasco, India",Military - Indian Navy,Ilyushin IL-38 / Ilyushin IL-38,12,12,5,,,
10/7/02,"Santa Cruz do Sul, Brazil",American Virginia,Learjet 60,1,5,0,,,
10/23/02,"Spanish Fort, Alabama",Mid-Atlantic Freight,Cessna 208B Cargomaster I,1,1,0,,,
10/25/02,"Eveleth, Minnesota",Aviation Charter - Air Taxi,Beechcraft King Air A100,8,8,0,,,
11/6/02,"Near Niederanven, Luxembourg",Luxair,Fokker 50,20,22,0,,,
11/7/02,"Tarakan, Indonesia",Dirgantara Air Services,Britten-Norman BN-2A-21,7,10,0,,,
11/8/02,"Taos, New Mexico",Richmor Aviation,IAI 1124A Westwind,2,2,0,,,
11/11/02,"Manila, Philippines",Laoag International Airlines,Fokker F27 Friendship 100,19,34,0,,,
11/28/02,"Masai Mara Game Reserve, Kenya",Eagle Aviation,Let 410UVP-E20,1,20,0,,,
12/9/02,"Mena, Arkansas",Raytheon Aircraft,Beechcraft 1900C,3,3,0,,,
12/13/02,"Gohu Airstrip, Papua New Guinea",Island Airways Ltd.,Britten-Norman BN-2A-26 Islander,8,8,0,,,
12/17/02,"Rockford, Illinois",Planemasters,Cessna 208B Caravan I Super Cargomaster,1,1,0,,,
12/21/02,"Off Pachao Tao, Taiwan",Transasia Airways,A????rospatiale/Aeritalia ATR-72-202,2,2,0,,,
12/23/02,"Near Isfanan, Iran",Aeromist-Kharkiv,Antonov AN-140,44,44,0,,,
12/25/02,"Off Manteo, North Carolina",Telford Aviation,Cessna 208B Caravan I,1,1,0,,,
12/26/02,"Curitiba, Brazil",Military - Brazilian Air Force,Embraer-110 C-95B Bandeirante,3,16,0,,,
12/27/02,"Anjouan, Comoros Islands",Ocean Airlines,Let 410UVP,1,16,0,,,
1/8/03,"Diyarbakir, Turkey",Turkish Airlines (THY),BAe Avro RJ-100,75,80,0,,,
1/8/03,"Charlotte, North Carolina",US Air Express/Air Midwest,Beech BE-1900D,21,21,0,,,
1/9/03,"Near Chachapoyas, Peru",TANS Airlines,Fokker 28 Fellowship 1000,46,46,0,,,
1/17/03,"Near Ndjol????, Gabon",Aerocom,Antonov 24B,7,7,0,,,
1/24/03,"Busia, Kenya",African Commuter Services,Grumman G-159 Gulfstream I,3,13,0,,,
1/31/03,"Baucau, East Timor",Euro Asia Aviation,Ilyushin II-76TD,6,6,0,,,
2/7/03,"Near Agadir, Morocco",Volare Aviation Enterprise,Antonov 12BP,8,8,0,,,
2/10/03,"Tallinn, Estonia",Enimex,Antonov AN-28,2,3,0,,,
2/16/03,"Ferguson, Kentucky",Air Taxi - Great Northern Aircraft Co.,Cessna 421,3,7,0,,,
2/19/03,"Near Shahdad, Iran",Military - Islamic Revolution's Guards Corps,Ilyushin Il-76MD,275,275,0,,,
2/20/03,"Near Kohat, Pakistan",Military - Pakistan Air Force,Fokker F-27 Friendship 200,17,17,0,,,
3/1/03,"Near Barki, Russia",Private - Kabanov - skydiving,Let L-410UVP,11,25,0,,,
3/6/03,"Tamanrasset, Algeria",Air Algerie,Boeing B-737-2T4,102,103,0,,,
3/27/03,"Mulia, Indonesia",PT Air Regional,de Havilland Canada DHC-6 Twin Otter,4,16,0,,,
3/28/03,"New Vienna, Iowa",Morris Hancock Flying Club - Charter,Beech A36,3,3,0,,,
5/8/03,"Near Kinshasa, Congo",Ukrainian Cargo Airlines -  Congolese Army Charter,Illyushin 76,129,200,0,,,
5/26/03,"Near Macka, Turkey",Ukranian-Mediterranean Airlines,Yakovlev 42D,75,75,0,,,
5/28/03,"Talkeetna, Alaska",McKinley Air Service - Air Taxi,Cessna 185,4,4,0,,,
6/1/03,"Milan, Italy",Eurojet Italila,Gates Learjet 45,2,2,0,,,
6/4/03,"Near Oiapoque,  Brazil",Air Taxi - Marco Zero Air Taxi,EMB 721C Sertanejo,5,5,0,,,
6/6/03,"Christchurch, New Zealand",Charter - Air Adventures New Zealand Ltd,Piper PA-31-350 Navajo Chieftain,8,10,0,,,
6/11/03,"Belo Horizonte, Brazil",Astro Air Taxi,Embraer 820C Navajo,4,4,0,,,
6/15/03,"Volcano, Hawaii",Paradise Tour Helicopters,McDonnell Douglas 369D,4,4,0,,,
6/22/03,"Near Brest, France",Brit Air,Canadair CRJ-100ER,1,24,0,,,
6/25/03,"Anchor Point, Alaska",Hallo Bay Air - Air Taxi,Cessna 180H,3,3,0,,,
6/25/03,"Near Rudshour, Iran",Military - Islamic Republic of Iran Air Force,Lockheed C-130 Hercules,7,7,0,,,
6/26/03,"Near Rooisand Desert Ranch, Namibia",Comvac Aviation,Cessna 208B Grand Caravan,4,4,0,,,
6/30/03,"Blida, Algeria",Military - Algerian Air Force,Lockheed C-130H Hercules,4,4,11,,,
7/1/03,"Belem, Para, Brazil",Heringer Air Taxi,Mitsubishi MU 2B 35,4,4,0,,,
7/5/03,"Maca????, Rio de Janeiro, Brazil",BHS - Brazilian Helicopter Services,Sikorsky  S 76 A,5,5,0,,,
7/8/03,"Port Sudan, Sudan",Sudan Airways,Boeing 737-2J8C,117,117,0,,,
7/13/03,"Near San Cristobal, Venezuela",Ruiban & Duran Compania A????rea,Let 410UVP-E,4,10,0,,,
7/13/03,"Off Treasure Cay, Bahamas",Air Sunshine,Cessna 402C,2,10,0,,,
7/19/03,"Mount Kenya, Kenya",Ryan Blake Air Charter,Swearingen SA-226T Metro II,14,14,0,,,
7/23/03,"Waialeale,Kauai, Hawaii",Jack Harter Helicopters,Bell 206B,5,5,0,,,
8/4/03,"Groton, Connecticut",Jet Pro,Gates Learjet 35A,2,2,0,,,
8/8/03,"Tocomita, Venezuela",Servicios Aeronauticos Sucre (SASCA),Cessna 208B Grand Caravan,1,16,0,,,
8/17/03,"Near Barrow, Alaska",Hageland Aviation Services Inc.,Reims Aviation 406,2,2,0,,,
8/20/03,"Kamchatka Peninsula, Russia",Khalatyrka,Mi-8 helicopter,20,20,0,,,
8/24/03,"Cap Haitien, Haiti",Tropical Airways,Let 420UVP-E,21,21,0,,,
8/26/03,"Off Hyannis, Massachusetts",US Airways Express,Beechcraft 1900D,2,2,0,,,
9/11/03,"Near Summer Beaver, Canada",Wasaya Airways,Cessna 208B Grand Caravan,8,8,0,,,
9/19/03,"Near La Quemada, Mexico",Military - Mexican Air Force,Lockheed C-130A Hercules,6,6,0,,,
9/19/03,"Del Rio, Texas",Ameristar Jet Charter,Learjet 25B,1,2,0,,,
9/20/03,"Near Meadview, Arizona",Sundance Helicopters,Aerospatiale AS350BA,7,7,0,,,
9/27/03,"Gasp????, Quebec, Canada",Les Ailes de Gasp???? Inc.,Piper PA31-310,3,3,0,,,
10/3/03,"Off Waikanae, New Zealand",Air Freight New Zealand,Convair CV-580F,2,2,0,,,
10/3/03,Sao Gabriel de Cachoeria,Air taxi - Rumo Notre Air Taxi,EMB 721C Sertanejo,4,4,0,,,
10/11/03,"Uriman, Venezuela",Transmandu,Antonov AN-2TP,1,2,0,,,
10/26/03,"Buenos Aires, Argentina",CATA Linea Aerea,Fairchild Hiller FH-227B,5,5,0,,,
10/27/03,"Tampico, Mexico",Aeroextra,Hawker 800A,3,3,0,,,
10/29/03,"Cody, Wyoming",FedEx,Cessna 208B Caravan I Super Cargomaster,1,1,0,,,
11/2/03,"Near Hasi, Iraq",Military - U.S. Army,CH-47 Chinook,15,36,0,,,
11/8/03,"Near Ogle, Guyana",Trans Guyana Airways,Shorts SC-7 Skyvan 3M Variant 100,2,7,0,,,
11/8/03,"200 miles NE of Derby, Australia",Heliwork WA Pty Ltd. - Air Taxi,Robertson R44 helicopter,4,4,0,,,
11/15/03,"Mosul, Iraq",Military - U.S. Army,UH-60 Black Hawk / UH-60 Black Hawk,17,22,0,,,
11/29/03,"Boende, Congo",Military - Congolese Air Force,Antonov AN-26,20,24,13,,,
11/29/03,"Spokane, Washington",Ameriflight,Swearingen SA227AT Merlin IVC,1,1,0,,,
12/16/03,"Jellicoe, Ontario, Canada",Huron Air,de Havilland DHC-3 Otter,2,3,0,,,
12/18/03,"Mitu, Colombia",L????neas A????reas Suramericanas,Douglas DC-9-15F,3,3,0,,,
12/23/03,"Helendale, California",Pavair,Gates Learjet 24B,2,2,0,,,
12/25/03,"Cotonou, Benin",Union des Transports Aeriens de Guinee,Boeing B-727-223,140,161,0,,,
1/3/04,"Off Sharm el Sheikh, Egypt",Flash Air,Boeing B-737-3Q8,148,148,0,,,
1/13/04,"Tashkent, Uzbekistan",Uzbekistan Airways,Yakovlev YAK-40,37,37,0,,,
1/17/04,"Lake Erie, off Pelee Island, Ontario, Canada",Georgia Express,Cessna 208B Grand Caravan,10,10,0,,,
1/28/04,"Gharda????a, Algeria",Tassili Airlines,Beechcraft 1900D,1,5,0,,,
2/6/04,"Bitonja, Bosnia-Herzegovina",Military - Government of Macedonia,Beechcraft Super King Air 200,9,9,0,,,
2/10/04,"Sharjah, United Arab Emirates",Kish Airlines,Fokker F-50,43,46,0,,,
2/24/04,"Cagliari, Italy",City-Jet,Cessna Citation 500,6,6,0,,,
3/1/04,"Trefoil Island, TAS, Australia",Air taxi,Cessna 172G,4,4,0,,,
3/4/04,"Bakou, Azerbaijan
	
Bakou, Azerbaijan",Azov Avia Airlines,Ilyushin II-76,3,7,0,,,
3/10/04,"San Diego-Miramar NAS, California",Military - United States Marine Corps,Cessna UC-35D Citation Encore,4,4,0,,,
3/16/04,"Tonopah, Nevada",Military - United States Air Force,Beechcraft 1900C,5,5,0,,,
3/18/04,"Hamilton Island, QLD, Australia",Air Taxi,Piper PA-32-300,6,6,0,,,
3/21/04,"Pyote, Texas",Air Ambulance - Med-Trans Corp.,Bell 407,4,5,0,,,
5/2/04,"Near Milpillas, Mexico",Procuradoria General de la Republica,Rockwell Gulfstream Jetprop 840,7,7,0,,,
5/4/04,"Chimanta mountains, Venezuela",Venezuelian Government,Cessna 208 Grand Caravan I,7,7,0,,,
5/5/04,"Carepa, Colombia",Aerotransportes Petroleros,Swearingen SA227AC Metro III,3,7,0,,,
5/6/04,"Jiech, Sudan",Charter - Air Cush,Let 410UVP,6,10,0,,,
5/11/04,"Dalang, Sudan",El Magal Aviation,Antonov AN-12,7,7,0,,,
5/14/04,"Near Manaus, Brazil",Rico Linhas Aereas,Embraer 120ER Brasilia,33,33,0,,,
5/18/04,"Urumqi, China",AZAL Cargo Company,Ilyushin II-76TD,7,7,0,,,
5/18/04,"Bozoy, Kazakhstan",Aray-Avia,PZL-Mielec AN-2R,1,12,0,,,
5/23/04,"Mwingi, Kenya",Blue Bird Aviation,Let 410UVP,2,2,0,,,
5/25/04,"Near Lukla, Nepal",Yeti Airlines,de Havilland DHC-6 Twin Otter 300,3,3,0,,,
6/8/04,"Off Libreville, Gabon",Gabon Express,BAe HS-748-232 Srs 2A,19,30,0,,,
6/11/04,"Belo Horizonte, Brazil",Air taxi - Aero Air Taxi,EMB 820C Navajo,4,4,0,,,
6/28/04,"Near Yengema, Sierra Leone",United Nations -  UTair Charter,Mi-8MTV-1,24,24,0,,,
7/2/04,"Panama City, Panama",Air Trek,IAI 1124 Westwind,6,6,1,,,
7/10/04,"Ticonderoga, New York",Capital Airlines Inc.,Piper PA-31-350 Navajo Chieftain,2,2,0,,,
7/12/04,"Off Beef Island, British Virgin Islands",Dodita Air Cargo,Convair CV-440,1,2,0,,,
7/22/04,"Off  Maca???? , Rio de Janeiro , Brazil",BHS - Brazilian Helicopter Service  Air Taxi,Sikorsky S 76,6,11,0,,,
7/29/04,"Ononge, Papua New Guinea",Airlines of PNG,de Havilland DHC-6 Twin Otter 300,2,3,0,,,
8/13/04,"Cincinnati, Ohio",Air Taroma,Convair CV-580,1,2,0,,,
8/17/04,"Great Falls, Montana",Alpine Air Express,Beechcraft 99,2,2,0,,,
8/18/04,"Near Goma, Democratic Republic Congo",Transworld Safaris,Cessna 208B Grand Caravan,3,3,0,,,
8/21/04,"Near Maracay, Venezuela",Military - Venezuelan Air Force,Shorts 360,25,25,0,,,
8/24/04,"Near Toula, Russia",Volga-Avia Express,Tupolev 134A-3,41,41,0,,,
8/24/04,"Near Rostov-on-Don, Russia",Sibir Airlines,Tupolev 154B-2,46,46,0,,,
8/27/04,"Near Mc Grath, Alaska",Mavrik Aire Transport,de Havilland DHC-3 Otter,1,3,0,,,
9/9/04,"Villahermosa, Mexico",Jett Paqueteria SA,Rockwell CT-39A Sabreliner,2,2,0,,,
9/11/04,"Off Mount Athos, Greece",Military - Greek Army,CH-47D Chinook,17,17,0,,,
9/29/04,"Tortuguero lagoon, Puerto Rico",Air Flamence,Pilatus-Britten Norman BN-2A-27 Islander,1,1,0,,,
10/5/04,"Kaduqli, Sudan",Sarit Airlines,Antonov AN-12,4,4,0,,,
10/14/04,"Halifax, Nova Scotia, Canada",MK Airlines,Boeing 747-244B-SF,7,7,0,,,
10/14/04,"Jefferson City, Missouri",Pinnacle Airlines/Northwest Airlink,Canadair CRJ200LR RegionalJet,2,2,0,,,
10/15/04,"Near Medellin, Colombia",Aerovanguardia,Douglas DC-3C,3,3,0,,,
10/16/04,"Coron Island, Philippines",Pacific Air,Pilatus Britten-Norman BN-2A-21 Islander,2,2,0,,,
10/19/04,"Near Kirksville, Missouri",Corporate Airlines (American Connection),Bae Jetstream 3201,13,15,0,,,
10/24/04,"Martinsville, Virginia",Private - Hendrick Motorsports Inc.,Beech 200 Super King Air,10,10,0,,,
10/24/04,"San Diego, California",Med Flight Air Ambulance - Private,Learjet 35A,5,5,0,,,
11/18/04,"Caracas, Venezuela",Venezolana,BAe 3101 Jetstream 31,3,21,0,,,
11/21/04,"Baotou, Inner Mongolia, China",China Eastern Airlines,Bombardier CRJ200,53,53,0,,,
11/22/04,"Houston, Texas",Business Jet Services,Grumman Gulfstream G3,3,3,0,,,
11/27/04,"Near Bagram, Afghanstan",Presidental Airways Inc. - Air Taxi,CASA 212-CC,6,6,0,,,
11/28/04,"Montrose, Colorado",Glow Air/Air Castle - Charter,Canadair CL-601-2A12 Challenger,3,6,0,,,
11/30/04,"Saint Louis, Missouri",Grand Aire,HBB HFB-320 Hansa Jet,2,2,0,,,
11/30/04,"Solo, Indonesia",Lion Air,McDonnell-Douglas MD-82,26,154,0,,,
12/6/04,"Bellevue, Idaho",Salmon Air - Air Taxi,Cesna 208 Caravan,2,2,0,,,
12/7/04,"Near La Macarena, Colombia",SAVIARE S.A. - Air Taxi,Cessna TU206G,6,6,0,,,
12/10/04,"El Junquito, Venezuela",Guardia Nacional de Venezuela,PZL-Mielec M28,16,16,0,,,
12/11/04,"Uberaba, Brazil",NHR T????xi-A????reo,Embraer EMB-110 Bandeirante,2,2,1,,,
12/11/04,"Near Jeddah, Saudi Arabia",Airline Transport,Ilyushin II-76TD,1,7,0,,,
1/13/05,"Manguipayan, Colombia",Military - Colombian government,Black Hawk helicopter,20,20,0,,,
1/13/05,"Tura,Siberia, Russia",Tura Air Enterprise,Antonov AN-2,9,9,0,,,
1/13/05,"Keene, New Hampshire",AirNow,Embraer EMB-110 Bandeirante,1,1,0,,,
1/26/05,"Rutbah, Iraq",Military - U.S. Marines,CH53E Sea Stallion,31,31,0,,,
1/27/05,"Lasi, Hungary",Farnair Hungary,Let 410UVP-E4,2,2,0,,,
1/30/05,"Near Al Taji, Iraq",Military - Royal Air Force,Lockheed Hercules C.1,10,10,0,,,
2/3/05,"Near Khartoum, Sudan",Air West,Ilyushin 76TD,7,7,0,,,
2/3/05,"Near Peshawar, Pakistan",Kam Air,Boeing B-737-200,104,104,0,,,
2/10/05,"Lebec, California",Action Air Express Inc. - Air Taxi,Cessna P210N,2,2,0,,,
2/16/05,"Near Pueblo, Colorado",Circuit City Stores - Charter,Cessna 560 Citation V,8,8,0,,,
2/22/05,"Off Sarmi, Indonesia
	
Sarmi, Indonesia",Indonesian National Police,CASA 212 Aviocar,15,18,0,,,
2/22/05,"Bimin, Papua, New Guinea",Missionary Aviation Fellowship,de Havilland DHC-6 Twin Otter 300,2,13,0,,,
3/8/05,"Chrallave, Venezuela",Air Global,Cessna 500 Citation I,2,2,0,,,
3/15/05,"Off Campbeltown, United Kingdom",Loganair,Pilatus-Britten Norman BN-2B-26 Islander,2,2,0,,,
3/16/05,"Varandey, Russia",Regional Airlines,Antonov 24,28,52,0,,,
3/23/05,"Off Mwanza, Tanzania",Air Transport,Ilyushin IL-76TD,8,8,0,,,
3/26/05,"El Embrujo, Providencia Island, Colombia",West Caribbean Airways,Let-410UVP-E,8,14,0,,,
3/31/05,"Near Rovie, Albania",Military - U.S. Air Force,Lockheed Hercules MC-130H,9,9,0,,,
4/12/05,"Enarotali, Indonesia",GT Air,de Havilland Canada DHC-6 Twin Otter 100,18,18,0,,,
4/20/05,"Tehran, Iran",Saha Airline Services,Boeing B-707-3J9C,3,169,0,,,
4/21/05,"Near Baghdad, Iraq",Military - Bulgarian,Mil Mi-8,11,11,0,,,
4/28/05,"Pisco, Peru",Military - Fuerza Del Peru,Let 410UVP,13,13,0,,,
5/2/05,"Near Stratford, New Zealand",Airwork NZ,Swearingen SA.227AC Metro III,2,2,0,,,
5/5/05,"Near Kisangani, Democratic Republic Congo",Kisangani Airlift,Antonov AN-26,10,11,0,,,
5/7/05,"Lockhart River, Queensland, Australia",Aero-Tropics,Swearingen SA-227AC Metro III,15,15,0,,,
5/16/05,"El Portezulo, Argentina",Transportes Aereos Don Carlos - Charter,Beech 65-A80 Queenaire,10,10,0,,,
5/18/05,"Mongu, Zambia",Military - Zambia Air Force,Yunshuji Y-12,13,13,0,,,
5/25/05,"Walungu, Congo",Charter - Maniema Union (owner Victoria Air),Antonov AN-12BP,27,27,0,,,
6/2/05,"Khartoom, Sudan",Marsland Aviation,Antonov AN-24B,7,42,0,,,
7/16/05,"Baney, Equatorial Guinea",Ecuatair,Antonov AN-24B,60,60,0,,,
8/2/05,"Toronto, Canada",Air France,Airbus A-340,0,309,0,,,
8/6/05,"Off Palermo, Italy",Tuninter,ATR-72-202,16,39,0,,,
1/30/05,"Near Al Taji, Iraq",Military - Royal Air Force,Lockheed Hercules C.1,10,10,0,,,
8/10/05,"Off Talinn, Estonia",Copterline,Sikorsky S-76C,14,14,0,,,
8/14/05,"Near Grammatikos, Greece",Helios Airways,Boeing 737-31S,121,121,0,,,
