Year Type,Year,Organization Group Code,Organization Group,Department,Job Family,Job,Salaries,Overtime,Other Salaries,Total Salary,Retirement,Health/Dental,Other Benefits,Total Benefits,Total Compensation
Fiscal,2004,1,Public Protection,POL Police,Police Services,Police Officer 2,116584.01,35197.72,12388.69,164170.42,23856.37,12468.77,2710.69,39035.83,203206.25
Fiscal,2009,1,Public Protection,POL Police,Police Services,Sergeant 3,139360,14769.34,10040.17,164169.51,24741.86,13075.41,2766.66,40583.93,204753.44
Fiscal,2014,1,Public Protection,POL Police,Police Services,Sergeant 2,137396.2,3840.81,22932.1,164169.11,24478.35,12852.83,2760.92,40092.1,204261.21
Fiscal,2003,2,"Public Works, Transportation & Commerce",PRT Port,Management,Manager IV,164166.97,0,0,164166.97,29763.47,13175.97,26406.5,69345.94,233512.91
Fiscal,2011,1,Public Protection,POL Police,Police Services,Police Officer 3,119355.33,41074.89,3734.91,164165.13,25790.22,12501.46,2712.2,41003.88,205169.01
Fiscal,1996,1,Public Protection,POL Police,Police Services,Sergeant 3,137507.53,14378.71,12276.86,164163.1,29684.21,12393.69,2668.76,44746.66,208909.76
Fiscal,1993,2,"Public Works, Transportation & Commerce",AIR Airport Commission,Management,Manager V,162603.1,0,1560,164163.1,29479.99,13175.97,26341.78,68997.74,233160.84
Fiscal,2010,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Street Transit,Transit Supervisor,85115.32,68154.54,10890.71,164160.57,19298.12,12051.53,9336.1,40685.75,204846.32
Fiscal,2017,1,Public Protection,SHF Sheriff,Correction & Detention,Deputy Sheriff,100674.82,44202.16,19282.82,164159.8,30205.35,13175.97,2753.31,46134.63,210294.43
Fiscal,1997,4,Community Health,DPH Public Health,Nursing,Registered Nurse,141361.41,2467.97,20327.92,164157.3,27054.22,12184.62,9022.64,48261.48,212418.78
Fiscal,2014,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",129267.34,11417.37,23466.84,164151.55,27049.25,15486.92,2773.65,45309.82,209461.37
Fiscal,2010,4,Community Health,DPH Public Health,Nursing,Registered Nurse,148648.42,0,15502.87,164151.29,27663.93,13614.17,9881.59,51159.69,215310.98
Fiscal,1996,1,Public Protection,POL Police,Police Services,Sergeant 3,107200,34101.9,22842.7,164144.6,19410.6,10057.99,2733.57,32202.16,196346.76
Fiscal,2006,2,"Public Works, Transportation & Commerce",AIR Airport Commission,Public Safety Inspection,Plumbing Inspector,107941.86,13520.34,42681.83,164144.03,25088.52,12516.72,10059.54,47664.78,211808.81
Fiscal,1999,4,Community Health,DPH Public Health,Nursing,Registered Nurse,130387.16,0,33751.47,164138.63,26121.5,11940.3,7491.27,45553.07,209691.7
Fiscal,1995,4,Community Health,DPH Public Health,Nursing,Nurse Manager,164138,0,0,164138,29068.78,12828.16,10270.46,52167.4,216305.4
Fiscal,2003,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Supervisory-Labor & Trade,Transit Power Line Sprv1,87680.6,75454.87,1000.63,164136.1,19747.95,9914.95,10141.14,39804.04,203940.14
Fiscal,2017,1,Public Protection,POL Police,Police Services,Police Officer 3,121838.44,35058.25,7237.89,164134.58,21170.03,13640.28,2587.33,37397.64,201532.22
Fiscal,1996,4,Community Health,DPH Public Health,Nursing,Registered Nurse,159543.37,2277.52,2313.14,164134.03,28677.09,13752.88,8456.91,50886.88,215020.91
Fiscal,2015,1,Public Protection,POL Police,Police Services,Police Officer 2,116429.25,41647.5,6049.86,164126.61,20226.37,12657.97,2761.27,35645.61,199772.22
Fiscal,2002,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",131473.78,23900.38,8749.53,164123.69,24711.6,15715.72,2637.78,43065.1,207188.79
Fiscal,2012,1,Public Protection,SHF Sheriff,Correction & Detention,Deputy Sheriff,100998.04,47643.12,15481.32,164122.48,29329.55,13219.85,2802,45351.4,209473.88
Fiscal,2001,1,Public Protection,POL Police,Police Services,Police Officer 3,119469.86,32707.72,11941.51,164119.09,21303.93,12889.84,2331.33,36525.1,200644.19
Fiscal,2001,1,Public Protection,SHF Sheriff,Correction & Detention,Senior Deputy Sheriff,101492.31,45847.52,16777.85,164117.68,22958.46,12877.49,2660.06,38496.01,202613.69
Fiscal,2003,4,Community Health,DPH Public Health,Nursing,Nurse Practitioner,163863.3,0,250,164113.3,38212.96,12516.72,9996.13,60725.81,224839.11
Fiscal,2005,1,Public Protection,POL Police,Police Services,Sergeant 3,108494.32,2879.23,52737.27,164110.82,24818.15,9792.15,294.41,34904.71,199015.53
Fiscal,2014,2,"Public Works, Transportation & Commerce",PUB Public Utilities Bureaus,Professional Engineering,Eng/Arch/Landscape Arch Sr,160668.63,0,3435.55,164104.18,29752.1,13176.01,10693.45,53621.56,217725.74
Fiscal,1994,1,Public Protection,POL Police,Police Services,Police Officer 2,110708.3,44138.17,9255.25,164101.72,22663.28,12528.71,2603.74,37795.73,201897.45
Fiscal,2009,4,Community Health,DPH Public Health,Nursing,Nurse Manager,157530.2,0,6563.74,164093.94,32797.84,12516.72,10046.9,55361.46,219455.4
Fiscal,2009,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",130961.03,17998.29,15134.58,164093.9,31285.34,15231.67,2069.88,48586.89,212680.79
Fiscal,2007,4,Community Health,DPH Public Health,Nursing,Registered Nurse,145417.13,2003.29,16668.27,164088.69,26838.13,13073.82,11173.9,51085.85,215174.54
Fiscal,1992,4,Community Health,DPH Public Health,Nursing,Registered Nurse,127941.89,680.99,35453.18,164076.06,26802.22,12094.96,9255.37,48152.55,212228.61
Fiscal,2014,1,Public Protection,POL Police,Police Services,Sergeant 3,141147.39,13425.16,9502.44,164074.99,25058.29,13163.4,2746.85,40968.54,205043.53
Fiscal,2012,1,Public Protection,POL Police,Police Services,Sergeant 3,143084.06,8184.4,12805.77,164074.23,25500.28,12951.51,2724.51,41176.3,205250.53
Fiscal,1993,1,Public Protection,FIR Fire Department,Medical & Dental,Supervising Physician Spec,164068.83,0,0,164068.83,34159.15,9859.92,9836.78,53855.85,217924.68
Fiscal,2016,1,Public Protection,POL Police,Police Services,Lieutenant 3,159621.09,819.71,3627.4,164068.2,28811.66,13031.39,2751.87,44594.92,208663.12
Fiscal,1994,1,Public Protection,POL Police,Police Services,Lieutenant 3,162994.51,246.39,823.19,164064.09,28274.91,13765.55,2728.05,44768.51,208832.6
Fiscal,2010,1,Public Protection,POL Police,Police Services,Inspector 3,140566,15965.11,7530.32,164061.43,25452.15,13188.56,2742.87,41383.58,205445.01
Fiscal,1994,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",144919.88,0,19141.53,164061.41,28317.03,15136.81,2738.74,46192.58,210253.99
Fiscal,1998,1,Public Protection,POL Police,Police Services,Police Officer 3,119469.89,37654.27,6936.31,164060.47,21303.93,12889.84,2748.56,36942.33,201002.8
Fiscal,1998,6,General Administration & Finance,HRD Human Resources,Management,Dep Dir III,164058.76,0,0,164058.76,35994.45,12173.78,21113.35,69281.58,233340.34
Fiscal,2014,1,Public Protection,POL Police,Police Services,Police Officer 3,125783.93,30512.71,7758.82,164055.46,22346.28,13131.97,2800.81,38279.06,202334.52
Fiscal,2004,1,Public Protection,FIR Fire Department,Fire Services,EMT/Paramedic/Firefighter,132815.21,23271.06,7968.91,164055.18,24848.34,13175.97,2685.66,40709.97,204765.15
Fiscal,2000,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",131473.77,24513.61,8060.7,164048.08,24711.59,15715.72,2753.21,43180.52,207228.6
Fiscal,2017,1,Public Protection,POL Police,Police Services,Police Officer 3,121133.42,29696.02,13214.57,164044.01,21953.73,13188.54,2735.12,37877.39,201921.4
Fiscal,2015,1,Public Protection,POL Police,Police Services,Sergeant 3,142719.65,9838.55,11480.63,164038.83,25336.18,13201.13,2693.8,41231.11,205269.94
Fiscal,1993,4,Community Health,DPH Public Health,Nursing,Registered Nurse,152240.4,0,11794.89,164035.29,28563.32,13125.68,10632.32,52321.32,216356.61
Fiscal,1996,4,Community Health,DPH Public Health,Nursing,Clinical Nurse Specialist,163782.8,0,250,164032.8,37086.9,12166.17,10457.69,59710.76,223743.56
Fiscal,2008,4,Community Health,DPH Public Health,Nursing,Nurse Practitioner,162481.05,0,1550,164031.05,38193.8,12413.44,9633.95,60241.19,224272.24
Fiscal,2012,1,Public Protection,SHF Sheriff,Correction & Detention,Deputy Sheriff (SFERS),93563.8,55506.51,14958.74,164029.05,18936,13712.8,2755.62,35404.42,199433.47
Fiscal,2005,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,112703.72,25386.22,25935.63,164025.57,27713.9,15250.26,2718.94,45683.1,209708.67
Fiscal,1994,4,Community Health,DPH Public Health,"Lab, Pharmacy & Med Techs",Clinical Pharmacist,159024.72,0,5000,164024.72,28831.18,13175.97,10982.85,52990,217014.72
Fiscal,1996,2,"Public Works, Transportation & Commerce",AIR Airport Commission,Information Systems,IS Project Director,164019.15,0,0,164019.15,29113.45,12044.84,9890.31,51048.6,215067.75
Fiscal,2008,4,Community Health,DPH Public Health,"Lab, Pharmacy & Med Techs",Pharmacist,149129.8,0,14884.18,164013.98,35605.53,12501.45,10601.74,58708.72,222722.7
Fiscal,1993,1,Public Protection,DEM Emergency Management,Information Systems,IS Engineer-Principal,164012.42,0,0,164012.42,29112.19,13765.55,11177.53,54055.27,218067.69
Fiscal,2007,2,"Public Works, Transportation & Commerce",DBI Building Inspection,Information Systems,IS Project Director,164012.41,0,0,164012.41,29112.2,13765.55,10732.96,53610.71,217623.12
Fiscal,2014,3,Human Welfare & Neighborhood Development,HSA Human Services Agency,Information Systems,IS Project Director,164012.41,0,0,164012.41,29112.18,13765.55,11088.58,53966.31,217978.72
Fiscal,2000,2,"Public Works, Transportation & Commerce",PUB Public Utilities Bureaus,Information Systems,IS Project Director,164012.41,0,0,164012.41,29112.2,13765.55,10862.16,53739.91,217752.32
Fiscal,2011,4,Community Health,DPH Public Health,Information Systems,IS Project Director,164012.4,0,0,164012.4,29112.2,13765.54,10726.94,53604.68,217617.08
Fiscal,2010,2,"Public Works, Transportation & Commerce",DPW GSA - Public Works,Information Systems,IS Engineer-Principal,164012.4,0,0,164012.4,29112.2,13765.53,10903.12,53780.85,217793.25
Fiscal,2015,2,"Public Works, Transportation & Commerce",PUB Public Utilities Bureaus,Information Systems,IS Project Director,164012.4,0,0,164012.4,29112.2,13765.55,12428.98,55306.73,219319.13
Fiscal,2005,6,General Administration & Finance,ADM Gen Svcs Agency-City Admin,Information Systems,IS Engineer-Principal,164012.4,0,0,164012.4,29112.2,13765.55,10442.01,53319.76,217332.16
Fiscal,2010,2,"Public Works, Transportation & Commerce",WWE Wastewater Enterprise,Information Systems,IS Engineer-Principal,164012.4,0,0,164012.4,29112.2,13765.55,10694.12,53571.87,217584.27
Fiscal,1999,1,Public Protection,ADP Adult Probation,Information Systems,IS Project Director,164012.4,0,0,164012.4,29112.2,13765.55,10790.08,53667.83,217680.23
Fiscal,2014,4,Community Health,DPH Public Health,Nursing,Registered Nurse,129323.22,699.6,33985.11,164007.93,28055.16,11490.19,9620.88,49166.23,213174.16
Fiscal,2013,1,Public Protection,POL Police,Police Services,Sergeant 3,144097.54,2315.69,17592.96,164006.19,25579.33,13201.12,2801.89,41582.34,205588.53
Fiscal,2012,4,Community Health,DPH Public Health,Nursing,Registered Nurse,151624.49,0,12378.47,164002.96,29038.22,13072.25,9160.02,51270.49,215273.45
Fiscal,1999,1,Public Protection,POL Police,Police Services,Sergeant 3,139403.37,16957.56,7637.23,163998.16,24834.83,12951.51,403.18,38189.52,202187.68
Fiscal,2014,1,Public Protection,PDR Public Defender,Legal & Court,Attorney (Civil/Criminal),162740.62,0,1250,163990.62,34142.8,12516.72,10219.08,56878.6,220869.22
Fiscal,2003,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",131473.76,16414.91,16100.79,163989.46,26135.49,15715.72,2775.42,44626.63,208616.09
Fiscal,2012,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,105741.78,40118.19,18118.49,163978.46,26736.16,15087.97,2703.4,44527.53,208505.99
Fiscal,1995,4,Community Health,DPH Public Health,Nursing,Registered Nurse,150501.63,1886.96,11587.82,163976.41,28391.56,13784.79,9072.89,51249.24,215225.65
Fiscal,2013,1,Public Protection,POL Police,Police Services,Lieutenant 3,115496.4,9854.19,38624.94,163975.53,20489.52,9429.36,2692.01,32610.89,196586.42
Fiscal,1999,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,115004.24,23733.12,25236.15,163973.51,23633.63,16613.59,2794.85,43042.07,207015.58
Fiscal,1995,2,"Public Works, Transportation & Commerce",AIR Airport Commission,Management,Manager IV,163971.33,0,0,163971.33,29230.62,13765.55,19809.35,62805.52,226776.85
Fiscal,2009,1,Public Protection,SHF Sheriff,Correction & Detention,Deputy Sheriff,104599.89,40663.25,18703.82,163966.96,32555.21,13710.02,2788.45,49053.68,213020.64
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Information Systems,IS Engineer-Principal,134681.11,0,29284.52,163965.63,23905.93,13765.55,11017.58,48689.06,212654.69
Fiscal,1999,1,Public Protection,POL Police,Police Services,Sergeant 3,138313.72,10344.49,15304.46,163962.67,24640.79,12859,2747.58,40247.37,204210.04
Fiscal,1995,4,Community Health,DPH Public Health,Nursing,Registered Nurse,126528.6,2575.78,34856.8,163961.18,27576.13,11591.84,10425.83,49593.8,213554.98
Fiscal,2014,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,112329.4,39850.73,11777.73,163957.86,24358.5,15199.6,2681.45,42239.55,206197.41
Fiscal,2011,2,"Public Works, Transportation & Commerce",PUB Public Utilities Bureaus,Management,Manager VI,163955.42,0,0,163955.42,35971.78,12166.16,17664.95,65802.89,229758.31
Fiscal,1994,1,Public Protection,POL Police,Police Services,Police Officer 3,120671.53,26386.1,16893.03,163950.66,21443.92,13138.25,2733.38,37315.55,201266.21
Fiscal,2004,1,Public Protection,SHF Sheriff,Correction & Detention,Deputy Sheriff,105023.3,42529.45,16397.22,163949.97,32107,13765.54,2735.9,48608.44,212558.41
Fiscal,2005,4,Community Health,DPH Public Health,Nursing,Registered Nurse,133853.17,0,30094.93,163948.1,30285.28,12519.79,7366.07,50171.14,214119.24
Fiscal,2012,6,General Administration & Finance,CON Controller,Information Systems,IS Project Director,152293.52,11651.77,0,163945.29,27032.03,13765.55,11467.98,52265.56,216210.85
Fiscal,2005,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,116099.51,26473.69,21368.12,163941.32,22999.15,16771.81,2736.68,42507.64,206448.96
Fiscal,2008,4,Community Health,DPH Public Health,Nursing,Nurse Manager,137830.28,0,26106.31,163936.59,33270.64,10978.29,12865.26,57114.19,221050.78
Fiscal,2016,4,Community Health,DPH Public Health,Nursing,Registered Nurse,145758.75,0,18177.06,163935.81,27809.15,13765.55,9015.8,50590.5,214526.31
Fiscal,2006,6,General Administration & Finance,DT GSA - Technology,Journeyman Trade,Senior Comm Systems Technican,138721.53,25213.03,0,163934.56,24623,13765.55,11168.19,49556.74,213491.3
Fiscal,1992,1,Public Protection,POL Police,Police Services,Police Officer 3,130134.93,15192.87,18601.05,163928.85,23192.47,12858.99,2754.49,38805.95,202734.8
Fiscal,1997,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,101632.63,52587.78,9705.7,163926.11,19126.47,15567.7,2457.63,37151.8,201077.91
Fiscal,1993,1,Public Protection,POL Police,Police Services,Police Officer 3,118326.59,35890.91,9703.06,163920.56,25568.05,12393.69,2695.21,40656.95,204577.51
Fiscal,2008,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,112703.74,26290.33,24926.38,163920.45,28599.03,15231.67,2781.05,46611.75,210532.2
Fiscal,1996,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,113953.07,32364.35,17598.54,163915.96,22605.78,15863.73,2654.4,41123.91,205039.87
Fiscal,1995,1,Public Protection,SHF Sheriff,Correction & Detention,Sheriff's Sergeant,115527.88,18335.7,30048.37,163911.95,34254.23,12477.57,2910.69,49642.49,213554.44
Fiscal,2005,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",114899.74,32348.53,16660.68,163908.95,28298.19,13363.63,2654.69,44316.51,208225.46
Fiscal,1998,1,Public Protection,POL Police,Police Services,Police Officer,116305.41,35409.45,12192.86,163907.72,20742.6,12797.32,2668.94,36208.86,200116.58
Fiscal,2014,4,Community Health,DPH Public Health,Nursing,Registered Nurse,138736.1,0,25169.76,163905.86,35805.74,12516.72,7706.25,56028.71,219934.57
Fiscal,2004,6,General Administration & Finance,CAT City Attorney,Legal & Court,Attorney (Civil/Criminal),162648.22,0,1250,163898.22,34123.56,12516.72,10186.59,56826.87,220725.09
Fiscal,2007,1,Public Protection,PDR Public Defender,Legal & Court,Attorney (Civil/Criminal),162648.22,0,1250,163898.22,34123.56,12516.72,10258.19,56898.47,220796.69
Fiscal,1997,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,115004.24,30076.24,18811.33,163891.81,22330.9,16613.59,2737.27,41681.76,205573.57
Fiscal,2003,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,99141.16,48614.82,16129.26,163885.24,25068.03,15087.97,2676.98,42832.98,206718.22
Fiscal,2015,2,"Public Works, Transportation & Commerce",PRT Port,Management,Manager IV,163875.67,0,0,163875.67,29087.93,13765.55,19666.69,62520.17,226395.84
Fiscal,2007,1,Public Protection,POL Police,Police Services,Police Officer 2,118320.29,40815.89,4730.26,163866.44,21029.06,13138.26,2808.38,36975.7,200842.14
Fiscal,1996,4,Community Health,DPH Public Health,"Lab, Pharmacy & Med Techs",Clinical Pharmacist,162936.31,0,925.93,163862.24,29085.6,12816.19,12898.71,54800.5,218662.74
Fiscal,2002,2,"Public Works, Transportation & Commerce",HHP Hetch Hetchy Water & Power,Professional Engineering,Engineer,141232.02,0,22628.34,163860.36,25068.63,13765.53,10913.52,49747.68,213608.04
Fiscal,2004,1,Public Protection,POL Police,Police Services,Inspector 3,137678.58,9874.74,16305.29,163858.61,24527.66,12791.16,2684.39,40003.21,203861.82
Fiscal,2010,1,Public Protection,SHF Sheriff,Correction & Detention,Deputy Sheriff,89993.23,61000.51,12862.89,163856.63,24191.76,11687.19,2780.38,38659.33,202515.96
Fiscal,1997,4,Community Health,DPH Public Health,"Lab, Pharmacy & Med Techs",Clinical Pharmacist,158272.51,925.5,4655.2,163853.21,32980.5,12516.72,9996.39,55493.61,219346.82
Fiscal,1997,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,112889.83,39182.22,11776.58,163848.63,21259.27,15715.72,2715.74,39690.73,203539.36
Fiscal,2009,1,Public Protection,FIR Fire Department,Fire Services,EMT/Paramedic/Firefighter,128414.18,19381.92,16051.75,163847.85,29290.61,15037.63,2723.52,47051.76,210899.61
Fiscal,1997,4,Community Health,DPH Public Health,Nursing,Nurse Practitioner,162319.84,0,1525.6,163845.44,29038.19,11545.12,13166.82,53750.13,217595.57
Fiscal,2017,6,General Administration & Finance,ADM Gen Svcs Agency-City Admin,Management,Manager IV,163845.1,0,0,163845.1,29705.17,13175.97,18366.95,61248.09,225093.19
Fiscal,2017,4,Community Health,DPH Public Health,Nursing,Registered Nurse,138736.1,0,25107.98,163844.08,35204.82,12516.72,8110.67,55832.21,219676.29
Fiscal,1998,1,Public Protection,POL Police,Police Services,Sergeant 3,138645.64,6770.6,18426.47,163842.71,24699.95,12889.83,2655.81,40245.59,204088.3
Fiscal,1999,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,112889.83,34746.44,16199.47,163835.74,22178.16,15715.72,2224.86,40118.74,203954.48
Fiscal,2001,4,Community Health,DPH Public Health,Nursing,Registered Nurse,126359.32,6712.65,30762.28,163834.25,26570.04,11576.93,9826.72,47973.69,211807.94
Fiscal,2016,1,Public Protection,POL Police,Police Services,Police Officer 3,118939.34,29916.25,14971.47,163827.06,21136.12,12949.68,2778.5,36864.3,200691.36
Fiscal,2013,6,General Administration & Finance,DT GSA - Technology,Journeyman Trade,Communications Systems Tech,107677.12,40380.71,15764.28,163822.11,22787.65,12546.69,8745.15,44079.49,207901.6
Fiscal,2006,1,Public Protection,POL Police,Police Services,Police Officer 3,118669.5,39084.87,6066.27,163820.64,21581.76,12803.49,383.83,34769.08,198589.72
Fiscal,1999,1,Public Protection,POL Police,Police Services,Sergeant 3,144089.81,6820.94,12908.27,163819.02,25012.14,13778.73,2604.14,41395.01,205214.03
Fiscal,1996,4,Community Health,DPH Public Health,Nursing,Nurse Practitioner,162394.02,0,1425,163819.02,21075.64,12828.16,5609.87,39513.67,203332.69
Fiscal,1994,1,Public Protection,SHF Sheriff,Correction & Detention,Deputy Sheriff,91522.06,55051.58,17244.92,163818.56,21296.59,12871.33,2666.78,36834.7,200653.26
Fiscal,2004,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,112889.8,32279.9,18647.6,163817.3,22491.86,15715.72,2667.36,40874.94,204692.24
Fiscal,1992,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,112889.81,33418.58,17506.43,163814.82,22296.04,15715.71,2760.87,40772.62,204587.44
Fiscal,2003,6,General Administration & Finance,DT GSA - Technology,Supervisory-Labor & Trade,Communications Line Wrk Sprv 2,131514.84,12607.59,19676.09,163798.52,23843.76,13175.97,11943.62,48963.35,212761.87
Fiscal,2015,4,Community Health,DPH Public Health,Nursing,Nurse Practitioner,163798.04,0,0,163798.04,33110.89,12820.76,10638.65,56570.3,220368.34
Fiscal,1997,6,General Administration & Finance,CAT City Attorney,Legal & Court,Attorney (Civil/Criminal),162853.62,0,937,163790.62,29007.32,12828.16,10561.71,52397.19,216187.81
Fiscal,2016,1,Public Protection,FIR Fire Department,Fire Services,"Insp, Fire Dept",127350,28798.08,7641,163789.08,23980.25,11101.29,2772.4,37853.94,201643.02
Fiscal,1996,2,"Public Works, Transportation & Commerce",WTR Water Enterprise,Supervisory-Labor & Trade,Utility Plumber Supervisor 1,120503.7,33041.15,10232.43,163777.28,22566.99,13765.55,10665.38,46997.92,210775.2
Fiscal,2004,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,101783.59,50702.08,11290.65,163776.32,23149.31,15250.26,2648.01,41047.58,204823.9
Fiscal,2014,1,Public Protection,POL Police,Police Services,Sergeant 3,139740.39,2620.32,21414.6,163775.31,24893.83,12889.84,2761.16,40544.83,204320.14
Fiscal,2006,1,Public Protection,POL Police,Police Services,Police Officer 3,121248.92,32194.97,10330.79,163774.68,21974.66,13201.12,2759.92,37935.7,201710.38
Fiscal,1993,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",130961.03,16062.13,16748.88,163772.04,29741.87,15250.26,2647.57,47639.7,211411.74
Fiscal,1996,1,Public Protection,POL Police,Police Services,Sergeant 3,139780.82,3862.09,20125.3,163768.21,28571.64,12588.66,2627.27,43787.57,207555.78
Fiscal,2003,1,Public Protection,POL Police,Police Services,Sergeant 3,137221.75,13132.78,13411.77,163766.3,29622.04,12333.82,2705.42,44661.28,208427.58
Fiscal,1994,4,Community Health,DPH Public Health,Nursing,Registered Nurse,132802.3,530.02,30424.4,163756.72,28385.42,11464.23,9387.17,49236.82,212993.54
Fiscal,2000,4,Community Health,DPH Public Health,"Lab, Pharmacy & Med Techs",Pharmacist,147083.26,6979.58,9693.42,163756.26,28387.34,13169.68,11288.21,52845.23,216601.49
Fiscal,2016,4,Community Health,DPH Public Health,Nursing,Registered Nurse,133030.89,1975.57,28747.85,163754.31,26831.73,12183.3,8390.18,47405.21,211159.52
Fiscal,2004,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Street Transit,"Deputy Dir I, MTA",163751.87,0,0,163751.87,35986.45,11830.89,18530.28,66347.62,230099.49
Fiscal,2011,1,Public Protection,FIR Fire Department,Fire Services,"Captain, Fire Suppression",149778.62,4610.57,9358.78,163747.97,28183.17,15715.72,2666.05,46564.94,210312.91
Fiscal,1996,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",131581.86,15799.68,16364.59,163746.13,26201.35,15567.7,2742.4,44511.45,208257.58
Fiscal,1998,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,112703.74,33455.29,17585.88,163744.91,25664.71,15250.26,2635.36,43550.33,207295.24
Fiscal,2003,4,Community Health,DPH Public Health,Nursing,Registered Nurse,128934,944.58,33863.73,163742.31,27840.47,11813.11,9037.1,48690.68,212432.99
Fiscal,1994,1,Public Protection,POL Police,Police Services,Police Officer 3,118440.19,34059.96,11233.86,163734.01,21119.89,12723.32,2665.97,36509.18,200243.19
Fiscal,2010,4,Community Health,DPH Public Health,Medical & Dental,Senior Physician Specialist,163731.3,0,0,163731.3,29684.47,9789.25,10934,50407.72,214139.02
Fiscal,2003,1,Public Protection,POL Police,Police Services,Sergeant 3,138579.09,17973.29,7175.43,163727.81,29915.79,12507.44,2730.01,45153.24,208881.05
Fiscal,2000,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Management,Engineer/Architect Principal,163727.41,0,0,163727.41,34088.04,10358.66,9380.04,53826.74,217554.15
Fiscal,2016,1,Public Protection,FIR Fire Department,Fire Services,EMT/Paramedic/Firefighter,131155.34,16175.42,16394.43,163725.19,25467.07,16771.81,2732.97,44971.85,208697.04
Fiscal,1993,5,Culture & Recreation,LLB Law Library,Legal & Court,Law Librarian,163724.88,0,0,163724.88,48200.65,12501.45,19004.84,79706.94,243431.82
Fiscal,2007,1,Public Protection,POL Police,Police Services,Inspector 3,140504.41,8832.63,14382.87,163719.91,30331.75,0,2783.23,33114.98,196834.89
Fiscal,2004,1,Public Protection,POL Police,Police Services,Sergeant 3,142579.37,5850.04,15283.1,163712.51,24749.4,13580.95,2749.5,41079.85,204792.36
Fiscal,1995,1,Public Protection,POL Police,Police Services,Police Officer 3,118898.27,39567.26,5244.28,163709.81,21201.99,12828.16,2660,36690.15,200399.96
Fiscal,1999,2,"Public Works, Transportation & Commerce",DPW GSA - Public Works,Professional Engineering,Eng/Arch/Landscape Arch Sr,163708.61,0,0,163708.61,35905.98,12501.45,10956.76,59364.19,223072.8
Fiscal,2011,6,General Administration & Finance,TTX Treasurer/Tax Collector,Management,Dep Dir III,143540.61,0,20166.35,163706.96,27450.1,9809.93,13910.45,51170.48,214877.44
Fiscal,1993,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,116099.56,36047.23,11558.92,163705.71,21306,16771.81,2794.96,40872.77,204578.48
Fiscal,2011,4,Community Health,DPH Public Health,Nursing,Registered Nurse,136486.29,1356.3,25862.19,163704.78,27546.51,12108.93,10924.5,50579.94,214284.72
Fiscal,2000,1,Public Protection,PDR Public Defender,Legal & Court,Attorney (Civil/Criminal),162763.01,0,937.5,163700.51,28991.4,12828.16,10715.99,52535.55,216236.06
Fiscal,2005,1,Public Protection,POL Police,Police Services,Police Officer 2,124924.33,30070.05,8698.27,163692.65,22927.21,12908.34,409.1,36244.65,199937.3
Fiscal,2006,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,113827.04,24671.09,25193.65,163691.78,22727.34,15992.21,2801.71,41521.26,205213.04
Fiscal,2008,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,113766.99,31055.16,18863.67,163685.82,27522.31,15375.37,2589.9,45487.58,209173.4
Fiscal,2006,4,Community Health,DPH Public Health,Nursing,Registered Nurse,152810.3,1176.8,9694.76,163681.86,29416.87,13175.97,8646.09,51238.93,214920.79
Fiscal,1996,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",135495.86,12085.25,16098.79,163679.9,26024.39,16719.07,2415.28,45158.74,208838.64
