ISIN,Security Description,Indicate Value Of Aggregate Holding Of FPIS (INR Cr),source_file,date
IN0020220151,07.26 GS 2033,6203.116,CCIL 09-06-2024.xls,2024-09-06
IN0020200153,05.77 GS 2030,4934.133,CCIL 09-06-2024.xls,2024-09-06
IN0020210095,06.10 GS 2031,5704.699,CCIL 09-06-2024.xls,2024-09-06
IN0020190362,06.45 GS 2029,4157.5,CCIL 09-06-2024.xls,2024-09-06
IN0020220144,07.29 GOI SGRB 2033,276.381,CCIL 09-06-2024.xls,2024-09-06
IN0020220029,07.54 GS 2036,4967.913,CCIL 09-06-2024.xls,2024-09-06
IN0020190396,06.18 GS 2024,2431.089,CCIL 09-06-2024.xls,2024-09-06
IN0020200252,06.67 GS 2050,3751.168,CCIL 09-06-2024.xls,2024-09-06
IN0020200070,05.79 GS 2030,2777.239,CCIL 09-06-2024.xls,2024-09-06
IN0020200278,05.15 GS 2025,2442.848,CCIL 09-06-2024.xls,2024-09-06
IN0020200294,05.85 GS 2030,2488.82,CCIL 09-06-2024.xls,2024-09-06
IN0020210194,06.99 GS 2051,2566.586,CCIL 09-06-2024.xls,2024-09-06
IN0020230150,07.24 GOI SGRB 2033,84.0,CCIL 09-06-2024.xls,2024-09-06
IN0020220086,07.36 GS 2052,2529.76,CCIL 09-06-2024.xls,2024-09-06
IN0020220136,07.10 GOI SGRB 2028,123.199,CCIL 09-06-2024.xls,2024-09-06
IN0020230143,07.25 GOI SGRB 2028,66.33,CCIL 09-06-2024.xls,2024-09-06
IN0020190032,07.72 GS 2049,856.894,CCIL 09-06-2024.xls,2024-09-06
IN0020200054,07.16 GS 2050,973.455,CCIL 09-06-2024.xls,2024-09-06
IN0020230176,07.37 GOI SGRB 2054,11.582,CCIL 09-06-2024.xls,2024-09-06
IN0020230085,07.18 GS 2033,29948.439,CCIL 09-13-2024.xls,2024-09-13
IN0020240050,07.04 GS 2029,6972.185,CCIL 09-13-2024.xls,2024-09-13
IN0020220037,07.38 GS 2027,13948.268,CCIL 09-13-2024.xls,2024-09-13
IN0020230010,07.06 GS 2028,11572.924,CCIL 09-13-2024.xls,2024-09-13
IN0020210186,05.74 GS 2026,6556.779,CCIL 09-13-2024.xls,2024-09-13
IN0020230135,07.32 GS 2030,6879.996,CCIL 09-13-2024.xls,2024-09-13
IN0020210012,05.63 GS 2026,13384.25,CCIL 09-13-2024.xls,2024-09-13
IN0020240076,07.02 GS 2031,2972.756,CCIL 09-13-2024.xls,2024-09-13
IN0020230101,07.37 GS 2028,6493.192,CCIL 09-13-2024.xls,2024-09-13
IN0020230077,07.18 GS 2037,14062.827,CCIL 09-13-2024.xls,2024-09-13
IN0020200112,05.22 GS 2025,8974.076,CCIL 09-13-2024.xls,2024-09-13
IN0020240019,07.10 GS 2034,11150.841,CCIL 09-13-2024.xls,2024-09-13
IN0020220060,07.26 GS 2032,9733.663,CCIL 09-13-2024.xls,2024-09-13
IN0020220011,07.10 GS 2029,10316.307,CCIL 09-13-2024.xls,2024-09-13
IN0020220102,07.41 GS 2036,8766.599,CCIL 09-13-2024.xls,2024-09-13
IN0020230051,07.30 GS 2053,10204.867,CCIL 09-13-2024.xls,2024-09-13
IN0020230036,07.17 GS 2030,5374.728,CCIL 09-13-2024.xls,2024-09-13
IN0020180454,07.26 GS 2029,6604.902,CCIL 09-13-2024.xls,2024-09-13
IN0020210244,06.54 GS 2032,6875.04,CCIL 09-13-2024.xls,2024-09-13
IN0020220151,07.26 GS 2033,6208.773,CCIL 09-13-2024.xls,2024-09-13
IN0020200153,05.77 GS 2030,4936.133,CCIL 09-13-2024.xls,2024-09-13
IN0020210095,06.10 GS 2031,5751.729,CCIL 09-13-2024.xls,2024-09-13
IN0020190362,06.45 GS 2029,4156.7,CCIL 09-13-2024.xls,2024-09-13
IN0020220144,07.29 GOI SGRB 2033,276.381,CCIL 09-13-2024.xls,2024-09-13
IN0020220029,07.54 GS 2036,4985.313,CCIL 09-13-2024.xls,2024-09-13
IN0020190396,06.18 GS 2024,2426.089,CCIL 09-13-2024.xls,2024-09-13
IN0020200252,06.67 GS 2050,3751.168,CCIL 09-13-2024.xls,2024-09-13
IN0020200070,05.79 GS 2030,2769.065,CCIL 09-13-2024.xls,2024-09-13
IN0020200278,05.15 GS 2025,2442.848,CCIL 09-13-2024.xls,2024-09-13
IN0020200294,05.85 GS 2030,2490.82,CCIL 09-13-2024.xls,2024-09-13
IN0020210194,06.99 GS 2051,2566.586,CCIL 09-13-2024.xls,2024-09-13
IN0020230150,07.24 GOI SGRB 2033,84.0,CCIL 09-13-2024.xls,2024-09-13
IN0020220086,07.36 GS 2052,2534.5,CCIL 09-13-2024.xls,2024-09-13
IN0020220136,07.10 GOI SGRB 2028,122.579,CCIL 09-13-2024.xls,2024-09-13
IN0020230143,07.25 GOI SGRB 2028,66.33,CCIL 09-13-2024.xls,2024-09-13
IN0020190032,07.72 GS 2049,864.894,CCIL 09-13-2024.xls,2024-09-13
IN0020200054,07.16 GS 2050,1022.015,CCIL 09-13-2024.xls,2024-09-13
IN0020230176,07.37 GOI SGRB 2054,11.582,CCIL 09-13-2024.xls,2024-09-13
IN0020240050,07.04 GS 2029,7493.485,CCIL 09-20-2024.xls,2024-09-20
IN0020230085,07.18 GS 2033,31251.889,CCIL 09-20-2024.xls,2024-09-20
IN0020220037,07.38 GS 2027,14158.848,CCIL 09-20-2024.xls,2024-09-20
IN0020230010,07.06 GS 2028,11552.524,CCIL 09-20-2024.xls,2024-09-20
IN0020210186,05.74 GS 2026,6556.735,CCIL 09-20-2024.xls,2024-09-20
IN0020210012,05.63 GS 2026,13899.25,CCIL 09-20-2024.xls,2024-09-20
IN0020230135,07.32 GS 2030,6891.759,CCIL 09-20-2024.xls,2024-09-20
IN0020230101,07.37 GS 2028,7000.242,CCIL 09-20-2024.xls,2024-09-20
IN0020240076,07.02 GS 2031,3774.556,CCIL 09-20-2024.xls,2024-09-20
IN0020230077,07.18 GS 2037,14540.689,CCIL 09-20-2024.xls,2024-09-20
IN0020200112,05.22 GS 2025,9194.026,CCIL 09-20-2024.xls,2024-09-20
IN0020240019,07.10 GS 2034,10978.611,CCIL 09-20-2024.xls,2024-09-20
IN0020220060,07.26 GS 2032,9737.663,CCIL 09-20-2024.xls,2024-09-20
IN0020220011,07.10 GS 2029,10335.502,CCIL 09-20-2024.xls,2024-09-20
IN0020220102,07.41 GS 2036,8779.079,CCIL 09-20-2024.xls,2024-09-20
IN0020230051,07.30 GS 2053,10289.127,CCIL 09-20-2024.xls,2024-09-20
IN0020230036,07.17 GS 2030,5381.308,CCIL 09-20-2024.xls,2024-09-20
IN0020210244,06.54 GS 2032,7824.389,CCIL 09-20-2024.xls,2024-09-20
IN0020180454,07.26 GS 2029,6557.602,CCIL 09-20-2024.xls,2024-09-20
IN0020220151,07.26 GS 2033,6225.811,CCIL 09-20-2024.xls,2024-09-20
IN0020200153,05.77 GS 2030,4949.255,CCIL 09-20-2024.xls,2024-09-20
IN0020210095,06.10 GS 2031,5712.781,CCIL 09-20-2024.xls,2024-09-20
IN0020190362,06.45 GS 2029,4150.071,CCIL 09-20-2024.xls,2024-09-20
IN0020220144,07.29 GOI SGRB 2033,274.26,CCIL 09-20-2024.xls,2024-09-20
IN0020220029,07.54 GS 2036,5003.273,CCIL 09-20-2024.xls,2024-09-20
IN0020190396,06.18 GS 2024,2426.089,CCIL 09-20-2024.xls,2024-09-20
IN0020200252,06.67 GS 2050,3772.329,CCIL 09-20-2024.xls,2024-09-20
IN0020200070,05.79 GS 2030,2776.465,CCIL 09-20-2024.xls,2024-09-20
IN0020200278,05.15 GS 2025,2447.848,CCIL 09-20-2024.xls,2024-09-20
IN0020200294,05.85 GS 2030,2492.82,CCIL 09-20-2024.xls,2024-09-20
IN0020210194,06.99 GS 2051,2566.006,CCIL 09-20-2024.xls,2024-09-20
IN0020230150,07.24 GOI SGRB 2033,84.0,CCIL 09-20-2024.xls,2024-09-20
IN0020220086,07.36 GS 2052,2665.6,CCIL 09-20-2024.xls,2024-09-20
IN0020220136,07.10 GOI SGRB 2028,120.555,CCIL 09-20-2024.xls,2024-09-20
IN0020230143,07.25 GOI SGRB 2028,66.33,CCIL 09-20-2024.xls,2024-09-20
IN0020190032,07.72 GS 2049,872.894,CCIL 09-20-2024.xls,2024-09-20
IN0020200054,07.16 GS 2050,1027.592,CCIL 09-20-2024.xls,2024-09-20
IN0020230176,07.37 GOI SGRB 2054,11.582,CCIL 09-20-2024.xls,2024-09-20
IN0020230085,07.18 GS 2033,24043.193,CCIL 07-26-2024.xls,2024-07-26
IN0020210186,05.74 GS 2026,6704.192,CCIL 07-26-2024.xls,2024-07-26
IN0020230010,07.06 GS 2028,11465.328,CCIL 07-26-2024.xls,2024-07-26
IN0020230101,07.37 GS 2028,6780.055,CCIL 07-26-2024.xls,2024-07-26
IN0020220037,07.38 GS 2027,11370.874,CCIL 07-26-2024.xls,2024-07-26
IN0020210012,05.63 GS 2026,12951.013,CCIL 07-26-2024.xls,2024-07-26
IN0020200112,05.22 GS 2025,8291.843,CCIL 07-26-2024.xls,2024-07-26
IN0020240019,07.10 GS 2034,8239.741,CCIL 07-26-2024.xls,2024-07-26
IN0020240050,07.04 GS 2029,1499.322,CCIL 07-26-2024.xls,2024-07-26
IN0020230135,07.32 GS 2030,4302.559,CCIL 07-26-2024.xls,2024-07-26
IN0020220011,07.10 GS 2029,9627.103,CCIL 07-26-2024.xls,2024-07-26
IN0020230077,07.18 GS 2037,9991.432,CCIL 07-26-2024.xls,2024-07-26
IN0020220060,07.26 GS 2032,8534.195,CCIL 07-26-2024.xls,2024-07-26
IN0020240076,07.02 GS 2031,1192.102,CCIL 07-26-2024.xls,2024-07-26
IN0020220102,07.41 GS 2036,7911.608,CCIL 07-26-2024.xls,2024-07-26
IN0020180454,07.26 GS 2029,5885.597,CCIL 07-26-2024.xls,2024-07-26
IN0020220151,07.26 GS 2033,6513.418,CCIL 07-26-2024.xls,2024-07-26
IN0020230051,07.30 GS 2053,8084.139,CCIL 07-26-2024.xls,2024-07-26
IN0020210095,06.10 GS 2031,5516.173,CCIL 07-26-2024.xls,2024-07-26
IN0020230036,07.17 GS 2030,3733.452,CCIL 07-26-2024.xls,2024-07-26
IN0020210244,06.54 GS 2032,5628.697,CCIL 07-26-2024.xls,2024-07-26
IN0020220144,07.29 GOI SGRB 2033,287.902,CCIL 07-26-2024.xls,2024-07-26
IN0020190362,06.45 GS 2029,4030.827,CCIL 07-26-2024.xls,2024-07-26
IN0020190396,06.18 GS 2024,2511.089,CCIL 07-26-2024.xls,2024-07-26
IN0020200153,05.77 GS 2030,3670.858,CCIL 07-26-2024.xls,2024-07-26
IN0020220029,07.54 GS 2036,4503.67,CCIL 07-26-2024.xls,2024-07-26
IN0020200070,05.79 GS 2030,2750.429,CCIL 07-26-2024.xls,2024-07-26
IN0020200252,06.67 GS 2050,3328.673,CCIL 07-26-2024.xls,2024-07-26
IN0020200278,05.15 GS 2025,2426.946,CCIL 07-26-2024.xls,2024-07-26
IN0020200294,05.85 GS 2030,2304.82,CCIL 07-26-2024.xls,2024-07-26
IN0020220086,07.36 GS 2052,2658.376,CCIL 07-26-2024.xls,2024-07-26
IN0020230150,07.24 GOI SGRB 2033,69.0,CCIL 07-26-2024.xls,2024-07-26
IN0020210194,06.99 GS 2051,1776.263,CCIL 07-26-2024.xls,2024-07-26
IN0020200054,07.16 GS 2050,909.154,CCIL 07-26-2024.xls,2024-07-26
IN0020190032,07.72 GS 2049,618.908,CCIL 07-26-2024.xls,2024-07-26
IN0020220136,07.10 GOI SGRB 2028,50.549,CCIL 07-26-2024.xls,2024-07-26
IN0020230143,07.25 GOI SGRB 2028,0.0,CCIL 07-26-2024.xls,2024-07-26
IN0020230176,07.37 GOI SGRB 2054,0.0,CCIL 07-26-2024.xls,2024-07-26
IN0020240050,07.04 GS 2029,6723.068,CCIL 08-30-2024.xls,2024-08-30
IN0020230085,07.18 GS 2033,24297.69,CCIL 08-30-2024.xls,2024-08-30
IN0020220037,07.38 GS 2027,13292.465,CCIL 08-30-2024.xls,2024-08-30
IN0020230010,07.06 GS 2028,11625.494,CCIL 08-30-2024.xls,2024-08-30
IN0020210186,05.74 GS 2026,6546.558,CCIL 08-30-2024.xls,2024-08-30
IN0020240019,07.10 GS 2034,13806.066,CCIL 08-30-2024.xls,2024-08-30
IN0020230135,07.32 GS 2030,6527.646,CCIL 08-30-2024.xls,2024-08-30
IN0020210012,05.63 GS 2026,12739.68,CCIL 08-30-2024.xls,2024-08-30
IN0020230101,07.37 GS 2028,6569.892,CCIL 08-30-2024.xls,2024-08-30
IN0020200112,05.22 GS 2025,8820.846,CCIL 08-30-2024.xls,2024-08-30
IN0020230077,07.18 GS 2037,13126.165,CCIL 08-30-2024.xls,2024-08-30
IN0020220060,07.26 GS 2032,9731.385,CCIL 08-30-2024.xls,2024-08-30
IN0020220011,07.10 GS 2029,10219.429,CCIL 08-30-2024.xls,2024-08-30
IN0020240076,07.02 GS 2031,1971.976,CCIL 08-30-2024.xls,2024-08-30
IN0020220102,07.41 GS 2036,8462.645,CCIL 08-30-2024.xls,2024-08-30
IN0020230036,07.17 GS 2030,5288.448,CCIL 08-30-2024.xls,2024-08-30
IN0020180454,07.26 GS 2029,6557.862,CCIL 08-30-2024.xls,2024-08-30
IN0020230051,07.30 GS 2053,9684.314,CCIL 08-30-2024.xls,2024-08-30
IN0020210244,06.54 GS 2032,6820.64,CCIL 08-30-2024.xls,2024-08-30
IN0020220151,07.26 GS 2033,6032.246,CCIL 08-30-2024.xls,2024-08-30
IN0020200153,05.77 GS 2030,4904.695,CCIL 08-30-2024.xls,2024-08-30
IN0020210095,06.10 GS 2031,5654.455,CCIL 08-30-2024.xls,2024-08-30
IN0020190362,06.45 GS 2029,4168.03,CCIL 08-30-2024.xls,2024-08-30
IN0020220144,07.29 GOI SGRB 2033,283.727,CCIL 08-30-2024.xls,2024-08-30
IN0020220029,07.54 GS 2036,4955.662,CCIL 08-30-2024.xls,2024-08-30
IN0020190396,06.18 GS 2024,2431.089,CCIL 08-30-2024.xls,2024-08-30
IN0020200070,05.79 GS 2030,2778.789,CCIL 08-30-2024.xls,2024-08-30
IN0020200252,06.67 GS 2050,3646.962,CCIL 08-30-2024.xls,2024-08-30
IN0020200278,05.15 GS 2025,2437.978,CCIL 08-30-2024.xls,2024-08-30
IN0020200294,05.85 GS 2030,2419.017,CCIL 08-30-2024.xls,2024-08-30
IN0020210194,06.99 GS 2051,2572.136,CCIL 08-30-2024.xls,2024-08-30
IN0020230150,07.24 GOI SGRB 2033,84.0,CCIL 08-30-2024.xls,2024-08-30
IN0020220136,07.10 GOI SGRB 2028,128.603,CCIL 08-30-2024.xls,2024-08-30
IN0020220086,07.36 GS 2052,2505.985,CCIL 08-30-2024.xls,2024-08-30
IN0020230143,07.25 GOI SGRB 2028,66.33,CCIL 08-30-2024.xls,2024-08-30
IN0020190032,07.72 GS 2049,853.824,CCIL 08-30-2024.xls,2024-08-30
IN0020200054,07.16 GS 2050,962.525,CCIL 08-30-2024.xls,2024-08-30
IN0020230176,07.37 GOI SGRB 2054,11.582,CCIL 08-30-2024.xls,2024-08-30
IN0020230085,07.18 GS 2033,23214.577,CCIL 08-23-2024.xls,2024-08-23
IN0020230010,07.06 GS 2028,11811.193,CCIL 08-23-2024.xls,2024-08-23
IN0020220037,07.38 GS 2027,13346.088,CCIL 08-23-2024.xls,2024-08-23
IN0020210186,05.74 GS 2026,6537.858,CCIL 08-23-2024.xls,2024-08-23
IN0020240019,07.10 GS 2034,13528.875,CCIL 08-23-2024.xls,2024-08-23
IN0020210012,05.63 GS 2026,12916.42,CCIL 08-23-2024.xls,2024-08-23
IN0020230101,07.37 GS 2028,6585.447,CCIL 08-23-2024.xls,2024-08-23
IN0020230135,07.32 GS 2030,6058.724,CCIL 08-23-2024.xls,2024-08-23
IN0020200112,05.22 GS 2025,8649.846,CCIL 08-23-2024.xls,2024-08-23
IN0020230077,07.18 GS 2037,12199.775,CCIL 08-23-2024.xls,2024-08-23
IN0020240050,07.04 GS 2029,2435.293,CCIL 08-23-2024.xls,2024-08-23
IN0020220011,07.10 GS 2029,10139.954,CCIL 08-23-2024.xls,2024-08-23
IN0020220060,07.26 GS 2032,9204.473,CCIL 08-23-2024.xls,2024-08-23
IN0020220102,07.41 GS 2036,8075.827,CCIL 08-23-2024.xls,2024-08-23
IN0020180454,07.26 GS 2029,6511.382,CCIL 08-23-2024.xls,2024-08-23
IN0020240076,07.02 GS 2031,1555.566,CCIL 08-23-2024.xls,2024-08-23
IN0020230051,07.30 GS 2053,8828.896,CCIL 08-23-2024.xls,2024-08-23
IN0020210244,06.54 GS 2032,6531.488,CCIL 08-23-2024.xls,2024-08-23
IN0020220151,07.26 GS 2033,5890.256,CCIL 08-23-2024.xls,2024-08-23
IN0020210095,06.10 GS 2031,5743.355,CCIL 08-23-2024.xls,2024-08-23
IN0020230036,07.17 GS 2030,3851.012,CCIL 08-23-2024.xls,2024-08-23
IN0020200153,05.77 GS 2030,4495.084,CCIL 08-23-2024.xls,2024-08-23
IN0020190362,06.45 GS 2029,4168.03,CCIL 08-23-2024.xls,2024-08-23
IN0020220144,07.29 GOI SGRB 2033,283.727,CCIL 08-23-2024.xls,2024-08-23
IN0020190396,06.18 GS 2024,2431.089,CCIL 08-23-2024.xls,2024-08-23
IN0020220029,07.54 GS 2036,4815.988,CCIL 08-23-2024.xls,2024-08-23
IN0020200070,05.79 GS 2030,2761.789,CCIL 08-23-2024.xls,2024-08-23
IN0020200252,06.67 GS 2050,3575.177,CCIL 08-23-2024.xls,2024-08-23
IN0020200278,05.15 GS 2025,2437.978,CCIL 08-23-2024.xls,2024-08-23
IN0020200294,05.85 GS 2030,2382.617,CCIL 08-23-2024.xls,2024-08-23
IN0020220086,07.36 GS 2052,2779.716,CCIL 08-23-2024.xls,2024-08-23
IN0020220136,07.10 GOI SGRB 2028,129.544,CCIL 08-23-2024.xls,2024-08-23
IN0020210194,06.99 GS 2051,2055.236,CCIL 08-23-2024.xls,2024-08-23
IN0020230143,07.25 GOI SGRB 2028,68.48,CCIL 08-23-2024.xls,2024-08-23
IN0020200054,07.16 GS 2050,973.376,CCIL 08-23-2024.xls,2024-08-23
IN0020230150,07.24 GOI SGRB 2033,44.0,CCIL 08-23-2024.xls,2024-08-23
IN0020190032,07.72 GS 2049,688.924,CCIL 08-23-2024.xls,2024-08-23
IN0020230176,07.37 GOI SGRB 2054,3.9,CCIL 08-23-2024.xls,2024-08-23
IN0020220037,07.38 GS 2027,15377.553,CCIL 11-08-2024.xls,2024-11-08
IN0020230085,07.18 GS 2033,25599.4,CCIL 11-08-2024.xls,2024-11-08
IN0020230101,07.37 GS 2028,8514.337,CCIL 11-08-2024.xls,2024-11-08
IN0020240050,07.04 GS 2029,8301.81,CCIL 11-08-2024.xls,2024-11-08
IN0020200112,05.22 GS 2025,10626.598,CCIL 11-08-2024.xls,2024-11-08
IN0020210012,05.63 GS 2026,14733.03,CCIL 11-08-2024.xls,2024-11-08
IN0020230010,07.06 GS 2028,11948.197,CCIL 11-08-2024.xls,2024-11-08
IN0020240019,07.10 GS 2034,15392.217,CCIL 11-08-2024.xls,2024-11-08
IN0020240076,07.02 GS 2031,4486.89,CCIL 11-08-2024.xls,2024-11-08
IN0020230135,07.32 GS 2030,5643.363,CCIL 11-08-2024.xls,2024-11-08
IN0020230077,07.18 GS 2037,13461.542,CCIL 11-08-2024.xls,2024-11-08
IN0020220060,07.26 GS 2032,10555.446,CCIL 11-08-2024.xls,2024-11-08
IN0020220011,07.10 GS 2029,9960.835,CCIL 11-08-2024.xls,2024-11-08
IN0020210186,05.74 GS 2026,3842.615,CCIL 11-08-2024.xls,2024-11-08
IN0020230051,07.30 GS 2053,11049.6,CCIL 11-08-2024.xls,2024-11-08
IN0020210244,06.54 GS 2032,8530.532,CCIL 11-08-2024.xls,2024-11-08
IN0020220144,07.29 GOI SGRB 2033,426.025,CCIL 11-08-2024.xls,2024-11-08
IN0020180454,07.26 GS 2029,6625.72,CCIL 11-08-2024.xls,2024-11-08
IN0020220151,07.26 GS 2033,7422.289,CCIL 11-08-2024.xls,2024-11-08
IN0020230036,07.17 GS 2030,4548.434,CCIL 11-08-2024.xls,2024-11-08
IN0020220102,07.41 GS 2036,6607.317,CCIL 11-08-2024.xls,2024-11-08
IN0020210095,06.10 GS 2031,6347.388,CCIL 11-08-2024.xls,2024-11-08
IN0020200153,05.77 GS 2030,5068.298,CCIL 11-08-2024.xls,2024-11-08
IN0020190362,06.45 GS 2029,4274.378,CCIL 11-08-2024.xls,2024-11-08
IN0020200278,05.15 GS 2025,3146.243,CCIL 11-08-2024.xls,2024-11-08
IN0020200252,06.67 GS 2050,4062.784,CCIL 11-08-2024.xls,2024-11-08
IN0020220029,07.54 GS 2036,3844.04,CCIL 11-08-2024.xls,2024-11-08
IN0020200070,05.79 GS 2030,2697.797,CCIL 11-08-2024.xls,2024-11-08
IN0020200294,05.85 GS 2030,2468.204,CCIL 11-08-2024.xls,2024-11-08
IN0020220086,07.36 GS 2052,3120.738,CCIL 11-08-2024.xls,2024-11-08
IN0020210194,06.99 GS 2051,2787.119,CCIL 11-08-2024.xls,2024-11-08
IN0020220136,07.10 GOI SGRB 2028,114.802,CCIL 11-08-2024.xls,2024-11-08
IN0020190032,07.72 GS 2049,1053.858,CCIL 11-08-2024.xls,2024-11-08
IN0020230150,07.24 GOI SGRB 2033,59.0,CCIL 11-08-2024.xls,2024-11-08
IN0020200054,07.16 GS 2050,1190.036,CCIL 11-08-2024.xls,2024-11-08
IN0020230143,07.25 GOI SGRB 2028,37.86,CCIL 11-08-2024.xls,2024-11-08
IN0020240126,06.79 GS 2034,308.718,CCIL 11-08-2024.xls,2024-11-08
IN0020230176,07.37 GOI SGRB 2054,32.582,CCIL 11-08-2024.xls,2024-11-08
