ISIN,Security Description,Indicate Value Of Aggregate Holding Of FPIS (INR Cr),source_file,date
IN0020200153,05.77 GS 2030,5077.601,CCIL 11-14-2024.xls,2024-11-14
IN0020220102,07.41 GS 2036,6219.513,CCIL 11-14-2024.xls,2024-11-14
IN0020190362,06.45 GS 2029,4274.478,CCIL 11-14-2024.xls,2024-11-14
IN0020200278,05.15 GS 2025,3151.243,CCIL 11-14-2024.xls,2024-11-14
IN0020200252,06.67 GS 2050,4051.607,CCIL 11-14-2024.xls,2024-11-14
IN0020220029,07.54 GS 2036,3785.47,CCIL 11-14-2024.xls,2024-11-14
IN0020200070,05.79 GS 2030,2690.297,CCIL 11-14-2024.xls,2024-11-14
IN0020200294,05.85 GS 2030,2465.644,CCIL 11-14-2024.xls,2024-11-14
IN0020220086,07.36 GS 2052,3091.888,CCIL 11-14-2024.xls,2024-11-14
IN0020210194,06.99 GS 2051,2775.387,CCIL 11-14-2024.xls,2024-11-14
IN0020220136,07.10 GOI SGRB 2028,114.802,CCIL 11-14-2024.xls,2024-11-14
IN0020190032,07.72 GS 2049,1048.858,CCIL 11-14-2024.xls,2024-11-14
IN0020230150,07.24 GOI SGRB 2033,59.0,CCIL 11-14-2024.xls,2024-11-14
IN0020200054,07.16 GS 2050,1183.336,CCIL 11-14-2024.xls,2024-11-14
IN0020230143,07.25 GOI SGRB 2028,37.86,CCIL 11-14-2024.xls,2024-11-14
IN0020240126,06.79 GS 2034,301.378,CCIL 11-14-2024.xls,2024-11-14
IN0020230176,07.37 GOI SGRB 2054,32.582,CCIL 11-14-2024.xls,2024-11-14
IN0020220037,07.38 GS 2027,15016.824,CCIL 11-29-2024.xls,2024-11-29
IN0020210012,05.63 GS 2026,15915.18,CCIL 11-29-2024.xls,2024-11-29
IN0020230085,07.18 GS 2033,23346.484,CCIL 11-29-2024.xls,2024-11-29
IN0020230010,07.06 GS 2028,12248.64,CCIL 11-29-2024.xls,2024-11-29
IN0020230101,07.37 GS 2028,7683.161,CCIL 11-29-2024.xls,2024-11-29
IN0020200112,05.22 GS 2025,9713.652,CCIL 11-29-2024.xls,2024-11-29
IN0020240019,07.10 GS 2034,17178.611,CCIL 11-29-2024.xls,2024-11-29
IN0020230135,07.32 GS 2030,5931.85,CCIL 11-29-2024.xls,2024-11-29
IN0020240076,07.02 GS 2031,4197.922,CCIL 11-29-2024.xls,2024-11-29
IN0020220011,07.10 GS 2029,11900.529,CCIL 11-29-2024.xls,2024-11-29
IN0020210186,05.74 GS 2026,4385.511,CCIL 11-29-2024.xls,2024-11-29
IN0020220060,07.26 GS 2032,10777.473,CCIL 11-29-2024.xls,2024-11-29
IN0020240050,07.04 GS 2029,6150.767,CCIL 11-29-2024.xls,2024-11-29
IN0020230077,07.18 GS 2037,11862.173,CCIL 11-29-2024.xls,2024-11-29
IN0020230051,07.30 GS 2053,10898.054,CCIL 11-29-2024.xls,2024-11-29
IN0020210244,06.54 GS 2032,8225.995,CCIL 11-29-2024.xls,2024-11-29
IN0020220144,07.29 GOI SGRB 2033,419.505,CCIL 11-29-2024.xls,2024-11-29
IN0020230036,07.17 GS 2030,5115.277,CCIL 11-29-2024.xls,2024-11-29
IN0020220151,07.26 GS 2033,7402.263,CCIL 11-29-2024.xls,2024-11-29
IN0020180454,07.26 GS 2029,6336.02,CCIL 11-29-2024.xls,2024-11-29
IN0020210095,06.10 GS 2031,6420.047,CCIL 11-29-2024.xls,2024-11-29
IN0020200153,05.77 GS 2030,4972.761,CCIL 11-29-2024.xls,2024-11-29
IN0020190362,06.45 GS 2029,4542.67,CCIL 11-29-2024.xls,2024-11-29
IN0020220102,07.41 GS 2036,5817.618,CCIL 11-29-2024.xls,2024-11-29
IN0020200278,05.15 GS 2025,3216.353,CCIL 11-29-2024.xls,2024-11-29
IN0020200252,06.67 GS 2050,4201.402,CCIL 11-29-2024.xls,2024-11-29
IN0020220029,07.54 GS 2036,3890.65,CCIL 11-29-2024.xls,2024-11-29
IN0020200070,05.79 GS 2030,2812.507,CCIL 11-29-2024.xls,2024-11-29
IN0020220086,07.36 GS 2052,3662.008,CCIL 11-29-2024.xls,2024-11-29
IN0020200294,05.85 GS 2030,2443.716,CCIL 11-29-2024.xls,2024-11-29
IN0020210194,06.99 GS 2051,2798.06,CCIL 11-29-2024.xls,2024-11-29
IN0020220136,07.10 GOI SGRB 2028,111.882,CCIL 11-29-2024.xls,2024-11-29
IN0020230176,07.37 GOI SGRB 2054,132.582,CCIL 11-29-2024.xls,2024-11-29
IN0020200054,07.16 GS 2050,1314.212,CCIL 11-29-2024.xls,2024-11-29
IN0020190032,07.72 GS 2049,1027.868,CCIL 11-29-2024.xls,2024-11-29
IN0020230150,07.24 GOI SGRB 2033,59.0,CCIL 11-29-2024.xls,2024-11-29
IN0020240126,06.79 GS 2034,701.319,CCIL 11-29-2024.xls,2024-11-29
IN0020230143,07.25 GOI SGRB 2028,37.86,CCIL 11-29-2024.xls,2024-11-29
IN0020240159,06.79 GOI SGRB 2034,0.0,CCIL 11-29-2024.xls,2024-11-29
IN0020230101,07.37 GS 2028,8964.355,CCIL 01-05-2024.xls,2024-01-05
IN0020230135,07.32 GS 2030,2741.69,CCIL 01-05-2024.xls,2024-01-05
IN0020230010,07.06 GS 2028,9029.289,CCIL 01-05-2024.xls,2024-01-05
IN0020220011,07.10 GS 2029,9897.439,CCIL 01-05-2024.xls,2024-01-05
IN0020210012,05.63 GS 2026,9186.748,CCIL 01-05-2024.xls,2024-01-05
IN0020200112,05.22 GS 2025,6903.993,CCIL 01-05-2024.xls,2024-01-05
IN0020220037,07.38 GS 2027,8060.154,CCIL 01-05-2024.xls,2024-01-05
IN0020220060,07.26 GS 2032,8284.663,CCIL 01-05-2024.xls,2024-01-05
IN0020230085,07.18 GS 2033,8375.182,CCIL 01-05-2024.xls,2024-01-05
IN0020230036,07.17 GS 2030,5390.3,CCIL 01-05-2024.xls,2024-01-05
IN0020210186,05.74 GS 2026,3705.622,CCIL 01-05-2024.xls,2024-01-05
IN0020180454,07.26 GS 2029,6211.4,CCIL 01-05-2024.xls,2024-01-05
IN0020220151,07.26 GS 2033,6830.1,CCIL 01-05-2024.xls,2024-01-05
IN0020190396,06.18 GS 2024,2967.36,CCIL 01-05-2024.xls,2024-01-05
IN0020180488,07.32 GS 2024,2214.5,CCIL 01-05-2024.xls,2024-01-05
IN0020190362,06.45 GS 2029,4058.517,CCIL 01-05-2024.xls,2024-01-05
IN0020210095,06.10 GS 2031,5122.332,CCIL 01-05-2024.xls,2024-01-05
IN0020220144,07.29 GOI SGRB 2033,249.034,CCIL 01-05-2024.xls,2024-01-05
IN0020200153,05.77 GS 2030,3606.765,CCIL 01-05-2024.xls,2024-01-05
IN0020210244,06.54 GS 2032,3995.736,CCIL 01-05-2024.xls,2024-01-05
IN0020200070,05.79 GS 2030,2493.85,CCIL 01-05-2024.xls,2024-01-05
IN0020200278,05.15 GS 2025,2280.879,CCIL 01-05-2024.xls,2024-01-05
IN0020200252,06.67 GS 2050,2651.659,CCIL 01-05-2024.xls,2024-01-05
IN0020220102,07.41 GS 2036,1875.897,CCIL 01-05-2024.xls,2024-01-05
IN0020220029,07.54 GS 2036,1859.145,CCIL 01-05-2024.xls,2024-01-05
IN0020220086,07.36 GS 2052,1928.494,CCIL 01-05-2024.xls,2024-01-05
IN0020200294,05.85 GS 2030,1274.29,CCIL 01-05-2024.xls,2024-01-05
IN0020230077,07.18 GS 2037,1263.43,CCIL 01-05-2024.xls,2024-01-05
IN0020210194,06.99 GS 2051,998.284,CCIL 01-05-2024.xls,2024-01-05
IN0020230051,07.30 GS 2053,872.783,CCIL 01-05-2024.xls,2024-01-05
IN0020230150,07.24 GOI SGRB 2033,25.5,CCIL 01-05-2024.xls,2024-01-05
IN0020200054,07.16 GS 2050,445.374,CCIL 01-05-2024.xls,2024-01-05
IN0020220136,07.10 GOI SGRB 2028,35.005,CCIL 01-05-2024.xls,2024-01-05
IN0020190032,07.72 GS 2049,132.55,CCIL 01-05-2024.xls,2024-01-05
IN0020230143,07.25 GOI SGRB 2028,0.0,CCIL 01-05-2024.xls,2024-01-05
IN0020230101,07.37 GS 2028,11791.303,CCIL 02-09-2024.xls,2024-02-09
IN0020230135,07.32 GS 2030,7822.99,CCIL 02-09-2024.xls,2024-02-09
IN0020230010,07.06 GS 2028,12396.239,CCIL 02-09-2024.xls,2024-02-09
IN0020220037,07.38 GS 2027,9878.404,CCIL 02-09-2024.xls,2024-02-09
IN0020210012,05.63 GS 2026,10024.41,CCIL 02-09-2024.xls,2024-02-09
IN0020200112,05.22 GS 2025,7777.059,CCIL 02-09-2024.xls,2024-02-09
IN0020230085,07.18 GS 2033,12136.648,CCIL 02-09-2024.xls,2024-02-09
IN0020220011,07.10 GS 2029,9728.648,CCIL 02-09-2024.xls,2024-02-09
IN0020210186,05.74 GS 2026,3954.582,CCIL 02-09-2024.xls,2024-02-09
IN0020220060,07.26 GS 2032,8054.163,CCIL 02-09-2024.xls,2024-02-09
IN0020220151,07.26 GS 2033,8095.514,CCIL 02-09-2024.xls,2024-02-09
IN0020230036,07.17 GS 2030,5502.3,CCIL 02-09-2024.xls,2024-02-09
IN0020180454,07.26 GS 2029,5866.199,CCIL 02-09-2024.xls,2024-02-09
IN0020210244,06.54 GS 2032,6792.436,CCIL 02-09-2024.xls,2024-02-09
IN0020210095,06.10 GS 2031,5841.332,CCIL 02-09-2024.xls,2024-02-09
IN0020190396,06.18 GS 2024,3053.26,CCIL 02-09-2024.xls,2024-02-09
IN0020190362,06.45 GS 2029,4128.517,CCIL 02-09-2024.xls,2024-02-09
IN0020220144,07.29 GOI SGRB 2033,249.034,CCIL 02-09-2024.xls,2024-02-09
IN0020200153,05.77 GS 2030,3638.765,CCIL 02-09-2024.xls,2024-02-09
IN0020230077,07.18 GS 2037,4412.62,CCIL 02-09-2024.xls,2024-02-09
IN0020200070,05.79 GS 2030,2618.85,CCIL 02-09-2024.xls,2024-02-09
IN0020200278,05.15 GS 2025,2356.39,CCIL 02-09-2024.xls,2024-02-09
IN0020200252,06.67 GS 2050,2666.209,CCIL 02-09-2024.xls,2024-02-09
IN0020220029,07.54 GS 2036,2321.469,CCIL 02-09-2024.xls,2024-02-09
IN0020230051,07.30 GS 2053,2152.164,CCIL 02-09-2024.xls,2024-02-09
IN0020220102,07.41 GS 2036,2003.183,CCIL 02-09-2024.xls,2024-02-09
IN0020220086,07.36 GS 2052,2019.508,CCIL 02-09-2024.xls,2024-02-09
IN0020200294,05.85 GS 2030,1350.29,CCIL 02-09-2024.xls,2024-02-09
IN0020210194,06.99 GS 2051,997.706,CCIL 02-09-2024.xls,2024-02-09
IN0020230150,07.24 GOI SGRB 2033,25.5,CCIL 02-09-2024.xls,2024-02-09
IN0020200054,07.16 GS 2050,445.374,CCIL 02-09-2024.xls,2024-02-09
IN0020220136,07.10 GOI SGRB 2028,33.127,CCIL 02-09-2024.xls,2024-02-09
IN0020190032,07.72 GS 2049,132.55,CCIL 02-09-2024.xls,2024-02-09
IN0020230143,07.25 GOI SGRB 2028,0.0,CCIL 02-09-2024.xls,2024-02-09
IN0020230176,07.37 GOI SGRB 2054,0.0,CCIL 02-09-2024.xls,2024-02-09
IN0020230101,07.37 GS 2028,11649.403,CCIL 02-16-2024.xls,2024-02-16
IN0020230135,07.32 GS 2030,7718.14,CCIL 02-16-2024.xls,2024-02-16
IN0020230010,07.06 GS 2028,12212.639,CCIL 02-16-2024.xls,2024-02-16
IN0020230085,07.18 GS 2033,14381.535,CCIL 02-16-2024.xls,2024-02-16
IN0020220037,07.38 GS 2027,9883.404,CCIL 02-16-2024.xls,2024-02-16
IN0020200112,05.22 GS 2025,7894.559,CCIL 02-16-2024.xls,2024-02-16
IN0020210012,05.63 GS 2026,9819.51,CCIL 02-16-2024.xls,2024-02-16
IN0020220011,07.10 GS 2029,9444.828,CCIL 02-16-2024.xls,2024-02-16
IN0020210186,05.74 GS 2026,4004.158,CCIL 02-16-2024.xls,2024-02-16
IN0020220151,07.26 GS 2033,8242.914,CCIL 02-16-2024.xls,2024-02-16
IN0020220060,07.26 GS 2032,7954.163,CCIL 02-16-2024.xls,2024-02-16
IN0020230036,07.17 GS 2030,5511.3,CCIL 02-16-2024.xls,2024-02-16
IN0020180454,07.26 GS 2029,5866.199,CCIL 02-16-2024.xls,2024-02-16
IN0020210244,06.54 GS 2032,6792.436,CCIL 02-16-2024.xls,2024-02-16
IN0020190396,06.18 GS 2024,3138.56,CCIL 02-16-2024.xls,2024-02-16
IN0020210095,06.10 GS 2031,5841.332,CCIL 02-16-2024.xls,2024-02-16
IN0020190362,06.45 GS 2029,4135.917,CCIL 02-16-2024.xls,2024-02-16
IN0020220144,07.29 GOI SGRB 2033,249.034,CCIL 02-16-2024.xls,2024-02-16
IN0020200153,05.77 GS 2030,3644.765,CCIL 02-16-2024.xls,2024-02-16
IN0020230077,07.18 GS 2037,3994.889,CCIL 02-16-2024.xls,2024-02-16
IN0020200070,05.79 GS 2030,2618.85,CCIL 02-16-2024.xls,2024-02-16
IN0020200278,05.15 GS 2025,2358.79,CCIL 02-16-2024.xls,2024-02-16
IN0020230051,07.30 GS 2053,3000.914,CCIL 02-16-2024.xls,2024-02-16
IN0020200252,06.67 GS 2050,2666.209,CCIL 02-16-2024.xls,2024-02-16
IN0020220029,07.54 GS 2036,2337.707,CCIL 02-16-2024.xls,2024-02-16
IN0020220102,07.41 GS 2036,2033.183,CCIL 02-16-2024.xls,2024-02-16
IN0020220086,07.36 GS 2052,2019.508,CCIL 02-16-2024.xls,2024-02-16
IN0020200294,05.85 GS 2030,1350.29,CCIL 02-16-2024.xls,2024-02-16
